c,l,node,Country_Full,agg,full_sub_same
272,1,KC198011,Italy,Italy,TRUE
273,1,KC197996,Italy,Italy,TRUE
274,1,KC197999,Italy,Italy,TRUE
275,1,KX929134,Croatia,Croatia,TRUE
276,1,KX929131,Croatia,Croatia,TRUE
277,1,KX929151,Croatia,Croatia,TRUE
278,1,KX929153,Croatia,Croatia,TRUE
279,1,JF683643,Croatia,Croatia,TRUE
280,1,KX929143,Croatia,Croatia,TRUE
281,1,KX929126,Croatia,Croatia,TRUE
282,1,KX929112,Croatia,Croatia,TRUE
283,1,JF973820,BosniaandHerzegovina,BosniaandHerzegovina,TRUE
284,1,KX929113,Croatia,Croatia,TRUE
285,1,KX929156,Croatia,Croatia,TRUE
286,1,KX929115,Croatia,Croatia,TRUE
287,1,KX929155,Croatia,Croatia,TRUE
288,1,KX929157,Croatia,Croatia,TRUE
289,1,KX929146,Croatia,Croatia,TRUE
290,1,KX929130,Croatia,Croatia,TRUE
291,1,KX929114,Croatia,Croatia,TRUE
292,1,JF683640,Croatia,Croatia,TRUE
293,1,KX929140,Croatia,Croatia,TRUE
294,1,KX929135,Croatia,Croatia,TRUE
295,1,JF683652,Croatia,Croatia,TRUE
296,1,KX929141,Croatia,Croatia,TRUE
297,1,JF683649,Croatia,Croatia,TRUE
298,1,KX929118,Croatia,Croatia,TRUE
299,1,KX929124,Croatia,Croatia,TRUE
300,1,KX929127,Croatia,Croatia,TRUE
301,1,JF683625,Croatia,Croatia,TRUE
302,1,KX929116,Croatia,Croatia,TRUE
303,1,JF683648,Croatia,Croatia,TRUE
304,1,JF683646,Croatia,Croatia,TRUE
305,1,KX929123,Croatia,Croatia,TRUE
306,1,KX929138,Croatia,Croatia,TRUE
307,1,KX929152,Croatia,Croatia,TRUE
308,1,KX929125,Croatia,Croatia,TRUE
309,1,KX929149,Croatia,Croatia,TRUE
310,1,KX929128,Croatia,Croatia,TRUE
311,1,KX929121,Croatia,Croatia,TRUE
312,1,KX929142,Croatia,Croatia,TRUE
313,1,KX929145,Croatia,Croatia,TRUE
314,1,KX929120,Croatia,Croatia,TRUE
315,1,KX929158,Croatia,Croatia,TRUE
316,1,KX929144,Croatia,Croatia,TRUE
317,1,KX929139,Croatia,Croatia,TRUE
318,1,KX929148,Croatia,Croatia,TRUE
319,1,KX929132,Croatia,Croatia,TRUE
320,1,KX929147,Croatia,Croatia,TRUE
321,1,KX929122,Croatia,Croatia,TRUE
322,1,KX929136,Croatia,Croatia,TRUE
323,1,KX929137,Croatia,Croatia,TRUE
324,1,KX929129,Croatia,Croatia,TRUE
325,1,KX929154,Croatia,Croatia,TRUE
326,1,KX929117,Croatia,Croatia,TRUE
327,1,KX929150,Croatia,Croatia,TRUE
328,1,KX929133,Croatia,Croatia,TRUE
329,1,KX929119,Croatia,Croatia,TRUE
330,1,JF683633,Croatia,Croatia,TRUE
331,1,JF683645,Croatia,Croatia,TRUE
332,1,JF683630,Croatia,Croatia,TRUE
333,1,KX929159,Croatia,Croatia,TRUE
334,1,KC198072,Italy,Italy,TRUE
335,1,KC198070,Italy,Italy,TRUE
336,1,KC198071,Italy,Italy,TRUE
337,1,KC198028,Italy,Italy,TRUE
338,1,KC198029,Italy,Italy,TRUE
339,1,KC198016,Italy,Italy,TRUE
340,1,KC198022,Italy,Italy,TRUE
341,1,KC198023,Italy,Italy,TRUE
342,1,KC198025,Italy,Italy,TRUE
343,1,KC198030,Italy,Italy,TRUE
344,1,KC198020,Italy,Italy,TRUE
345,1,KC198069,Italy,Italy,TRUE
346,1,KC198068,Italy,Italy,TRUE
347,1,KC197988,Italy,Italy,TRUE
348,1,KC198036,Italy,Italy,TRUE
349,1,KC198038,Italy,Italy,TRUE
350,1,KC198035,Italy,Italy,TRUE
351,1,MZ418100,Ethiopia,Ethiopia,TRUE
352,1,MZ418103,Ethiopia,Ethiopia,TRUE
353,1,MZ418101,Ethiopia,Ethiopia,TRUE
354,1,KC198049,Italy,Italy,TRUE
355,1,JF973811,BosniaandHerzegovina,BosniaandHerzegovina,TRUE
356,1,KC198047,Italy,Italy,TRUE
357,1,KC198034,Italy,Italy,TRUE
358,1,KC198080,Italy,Italy,TRUE
359,1,KC198051,Italy,Italy,TRUE
360,1,KF831562,Switzerland,Switzerland,TRUE
361,1,KX148134,France,France,TRUE
362,1,EU293115,France,France,TRUE
363,1,GU992302,France,France,TRUE
365,1,EU293104,France,France,TRUE
366,1,KX148127,France,France,TRUE
367,1,DQ146161,Oman,Oman,TRUE
368,1,KX148128,France,France,TRUE
369,1,KU055573,France,France,TRUE
370,1,KU055580,France,France,TRUE
371,1,KU055540,France,France,TRUE
372,1,KX148126,France,France,TRUE
373,1,KX148125,Belgium,Belgium,TRUE
374,1,KU739048,France,France,TRUE
375,1,LN879481,Germany,Germany,TRUE
376,1,GU936875,Germany,Germany,TRUE
377,1,KX148135,Germany,Germany,TRUE
378,1,JN190390,Poland,Poland,TRUE
379,1,JN596907,Poland,Poland,TRUE
380,1,JN596910,Poland,Poland,TRUE
381,1,JN190382,Poland,Poland,TRUE
382,1,JN596899,Poland,Poland,TRUE
383,1,JN596897,Poland,Poland,TRUE
384,1,JN190381,Poland,Poland,TRUE
385,1,JN596883,Poland,Poland,TRUE
386,1,KX148115,Poland,Poland,TRUE
387,1,KX148116,Poland,Poland,TRUE
388,1,MF197742,Poland,Poland,TRUE
389,1,JN596887,Poland,Poland,TRUE
390,1,JN190380,Poland,Poland,TRUE
391,1,JN596888,Poland,Poland,TRUE
392,1,JN190367,Poland,Poland,TRUE
393,1,JN190368,Poland,Poland,TRUE
394,1,JN190372,Poland,Poland,TRUE
395,1,JN190364,Poland,Poland,TRUE
396,1,JN596886,Poland,Poland,TRUE
397,1,KX148117,Poland,Poland,TRUE
398,1,JN596898,Poland,Poland,TRUE
399,1,JN190374,Poland,Poland,TRUE
400,1,JN190366,Poland,Poland,TRUE
401,1,KX148114,Poland,Poland,TRUE
402,1,KX148113,Germany,Germany,TRUE
403,1,JN190379,Poland,Poland,TRUE
404,1,JN596896,Poland,Poland,TRUE
405,1,JN190388,Poland,Poland,TRUE
406,1,JN596902,Poland,Poland,TRUE
407,1,JN190387,Poland,Poland,TRUE
408,1,JN596904,Poland,Poland,TRUE
409,1,JN596893,Poland,Poland,TRUE
410,1,JN596901,Poland,Poland,TRUE
411,1,JN596891,Poland,Poland,TRUE
412,1,JN190386,Poland,Poland,TRUE
413,1,JN596892,Poland,Poland,TRUE
414,1,JN596894,Poland,Poland,TRUE
415,1,JN596903,Poland,Poland,TRUE
416,1,JN596906,Poland,Poland,TRUE
417,1,JN190389,Poland,Poland,TRUE
418,1,JN596905,Poland,Poland,TRUE
419,1,JN190373,Poland,Poland,TRUE
420,1,JN596890,Poland,Poland,TRUE
421,1,JN190385,Poland,Poland,TRUE
422,1,JF973851,CzechRepublic,CzechRepublic,TRUE
423,1,JN190363,Poland,Poland,TRUE
424,1,JN190361,Poland,Poland,TRUE
425,1,JN190360,Poland,Poland,TRUE
426,1,JN190375,Poland,Poland,TRUE
427,1,JN190369,Poland,Poland,TRUE
428,1,KX148118,Poland,Poland,TRUE
429,1,JN190362,Poland,Poland,TRUE
430,1,JN190359,Poland,Poland,TRUE
431,1,JN190357,Poland,Poland,TRUE
432,1,JN656533,Poland,Poland,TRUE
433,1,KX148124,Germany,Germany,TRUE
434,1,KX148123,Germany,Germany,TRUE
435,1,KX148122,Germany,Germany,TRUE
436,1,JN656514,Poland,Poland,TRUE
437,1,KF831544,Poland,Poland,TRUE
438,1,KX148120,Poland,Poland,TRUE
439,1,KX148119,Poland,Poland,TRUE
440,1,JN190358,Poland,Poland,TRUE
441,1,JN596880,Poland,Poland,TRUE
442,1,KX148121,Poland,Poland,TRUE
443,1,JX679401,Bulgaria,Bulgaria,TRUE
444,1,JQ973870,Bulgaria,Bulgaria,TRUE
445,1,JX679402,Bulgaria,Bulgaria,TRUE
446,1,JF973850,Serbia,Serbia,TRUE
447,1,JF973835,Austria,Austria,TRUE
448,1,JF973833,Serbia,Serbia,TRUE
449,1,JQ973875,Serbia,Serbia,TRUE
450,1,JQ973874,Serbia,Serbia,TRUE
451,1,JF973806,Serbia,Serbia,TRUE
452,1,JQ973869,Bulgaria,Bulgaria,TRUE
453,1,JX679400,Bulgaria,Bulgaria,TRUE
454,1,JQ973877,Serbia,Serbia,TRUE
455,1,JQ973867,Bulgaria,Bulgaria,TRUE
456,1,JX679407,Bulgaria,Bulgaria,TRUE
457,1,JN008439,Serbia,Serbia,TRUE
458,1,JX679408,Bulgaria,Bulgaria,TRUE
459,1,JF973807,Serbia,Serbia,TRUE
460,1,JQ973871,Bulgaria,Bulgaria,TRUE
461,1,JF973842,Serbia,Serbia,TRUE
462,1,JF973828,Serbia,Serbia,TRUE
463,1,JF973829,Serbia,Serbia,TRUE
464,1,JF973795,Serbia,Serbia,TRUE
465,1,JN008440,Serbia,Serbia,TRUE
466,1,JF973845,Serbia,Serbia,TRUE
467,1,JF973803,Serbia,Serbia,TRUE
468,1,JF973805,Serbia,Serbia,TRUE
469,1,JF973804,Serbia,Serbia,TRUE
470,1,JF973791,Serbia,Serbia,TRUE
471,1,JF973794,Serbia,Serbia,TRUE
472,1,KX298545,Hungary,Hungary,TRUE
473,1,JF973790,Serbia,Serbia,TRUE
474,1,KC692780,Hungary,Hungary,TRUE
475,1,MK598344,Hungary,Hungary,TRUE
476,1,JF973800,Serbia,Serbia,TRUE
477,1,JF973789,Serbia,Serbia,TRUE
478,1,KC692787,Hungary,Hungary,TRUE
479,1,KC692789,Hungary,Hungary,TRUE
480,1,KC692782,Hungary,Hungary,TRUE
481,1,KX298544,Hungary,Hungary,TRUE
482,1,MK598345,Hungary,Hungary,TRUE
483,1,JF973788,Serbia,Serbia,TRUE
484,1,KX298543,Hungary,Hungary,TRUE
485,1,KC692784,Hungary,Hungary,TRUE
486,1,KC692788,Hungary,Hungary,TRUE
487,1,KC692786,Hungary,Hungary,TRUE
488,1,JF973756,Serbia,Serbia,TRUE
489,1,JF973757,Serbia,Serbia,TRUE
490,1,JF973737,Serbia,Serbia,TRUE
491,1,JF973758,Serbia,Serbia,TRUE
492,1,JF973787,Serbia,Serbia,TRUE
493,1,JF973772,Serbia,Serbia,TRUE
494,1,JF973770,Serbia,Serbia,TRUE
495,1,JF973762,Serbia,Serbia,TRUE
496,1,JF973771,Serbia,Serbia,TRUE
497,1,JF973759,Serbia,Serbia,TRUE
498,1,JF973763,Serbia,Serbia,TRUE
499,1,KX298550,Hungary,Hungary,TRUE
500,1,MK598343,Hungary,Hungary,TRUE
501,1,JF973768,Serbia,Serbia,TRUE
502,1,JF973783,Serbia,Serbia,TRUE
503,1,KC692777,Hungary,Hungary,TRUE
504,1,KC692776,Hungary,Hungary,TRUE
505,1,KC692779,Hungary,Hungary,TRUE
506,1,JF973801,Serbia,Serbia,TRUE
507,1,JF973738,Serbia,Serbia,TRUE
508,1,MG458311,Serbia,Serbia,TRUE
509,1,JF973773,Serbia,Serbia,TRUE
510,1,JF973755,Serbia,Serbia,TRUE
511,1,JF973751,Serbia,Serbia,TRUE
512,1,JF973746,Serbia,Serbia,TRUE
513,1,JF973747,Serbia,Serbia,TRUE
514,1,JF973748,Serbia,Serbia,TRUE
515,1,JF973742,Serbia,Serbia,TRUE
516,1,JF973745,Serbia,Serbia,TRUE
517,1,JF973743,Serbia,Serbia,TRUE
518,1,KX148140,Serbia,Serbia,TRUE
519,1,JF973810,Serbia,Serbia,TRUE
520,1,JF973809,Serbia,Serbia,TRUE
521,1,JF973778,Serbia,Serbia,TRUE
522,1,JF973780,Serbia,Serbia,TRUE
523,1,JF973777,Serbia,Serbia,TRUE
524,1,KU055565,Hungary,Hungary,TRUE
525,1,KX148138,Hungary,Hungary,TRUE
526,1,KX148136,Hungary,Hungary,TRUE
527,1,KX148139,Hungary,Hungary,TRUE
528,1,KX148137,Hungary,Hungary,TRUE
529,1,JF973852,CzechRepublic,CzechRepublic,TRUE
530,1,JF973808,Serbia,Serbia,TRUE
531,1,JF973841,Serbia,Serbia,TRUE
532,1,KC692783,Hungary,Hungary,TRUE
533,1,JF973840,Serbia,Serbia,TRUE
534,1,KX148141,Poland,Poland,TRUE
535,1,JF973834,Poland,Poland,TRUE
536,1,JF973832,Serbia,Serbia,TRUE
537,1,KX148142,Poland,Poland,TRUE
538,1,JF683642,Croatia,Croatia,TRUE
539,1,JF683638,Croatia,Croatia,TRUE
540,1,KX929097,Croatia,Croatia,TRUE
541,1,JF683635,Croatia,Croatia,TRUE
542,1,JF683631,Croatia,Croatia,TRUE
543,1,JF683627,Croatia,Croatia,TRUE
544,1,KX929104,Croatia,Croatia,TRUE
545,1,KX929110,Croatia,Croatia,TRUE
546,1,KX929108,Croatia,Croatia,TRUE
547,1,KX929100,Croatia,Croatia,TRUE
548,1,JF683628,Croatia,Croatia,TRUE
549,1,JF683634,Croatia,Croatia,TRUE
550,1,KX929109,Croatia,Croatia,TRUE
551,1,KX929098,Croatia,Croatia,TRUE
552,1,JF683647,Croatia,Croatia,TRUE
553,1,KX929099,Croatia,Croatia,TRUE
554,1,JF683632,Croatia,Croatia,TRUE
555,1,JF683639,Croatia,Croatia,TRUE
556,1,JF683623,Croatia,Croatia,TRUE
557,1,JF683624,Croatia,Croatia,TRUE
558,1,JF683650,Croatia,Croatia,TRUE
559,1,KX929103,Croatia,Croatia,TRUE
560,1,JF683637,Croatia,Croatia,TRUE
561,1,JF683626,Croatia,Croatia,TRUE
562,1,KX929106,Croatia,Croatia,TRUE
563,1,KX929101,Croatia,Croatia,TRUE
564,1,KX929102,Croatia,Croatia,TRUE
565,1,JF683629,Croatia,Croatia,TRUE
566,1,JF683622,Croatia,Croatia,TRUE
567,1,KX929107,Croatia,Croatia,TRUE
568,1,KX929105,Croatia,Croatia,TRUE
569,1,JF973767,Serbia,Serbia,TRUE
570,1,JF973821,BosniaandHerzegovina,BosniaandHerzegovina,TRUE
571,1,JF973764,BosniaandHerzegovina,BosniaandHerzegovina,TRUE
572,1,JF973765,BosniaandHerzegovina,BosniaandHerzegovina,TRUE
573,1,HM852168,Slovenia,Slovenia,TRUE
574,1,HM852145,Slovenia,Slovenia,TRUE
575,1,KX148144,Slovenia,Slovenia,TRUE
576,1,JF973796,BosniaandHerzegovina,BosniaandHerzegovina,TRUE
577,1,JF973831,Serbia,Serbia,TRUE
578,1,JF973830,Serbia,Serbia,TRUE
579,1,JF973799,Serbia,Serbia,TRUE
580,1,JF973797,BosniaandHerzegovina,BosniaandHerzegovina,TRUE
581,1,JF973847,Serbia,Serbia,TRUE
582,1,JF973815,BosniaandHerzegovina,BosniaandHerzegovina,TRUE
583,1,JF973848,Serbia,Serbia,TRUE
584,1,JF973802,Montenegro,Montenegro,TRUE
585,1,KU055566,Hungary,Hungary,TRUE
586,1,JF973769,Montenegro,Montenegro,TRUE
587,1,JF973798,Serbia,Serbia,TRUE
588,1,KX148145,BosniaandHerzegovina,BosniaandHerzegovina,TRUE
589,1,JF973827,Montenegro,Montenegro,TRUE
590,1,JF973766,Serbia,Serbia,TRUE
591,1,JN008438,BosniaandHerzegovina,BosniaandHerzegovina,TRUE
592,1,JF973836,Austria,Austria,TRUE
593,1,JX025366,Macedonia,Macedonia,TRUE
594,1,JF973849,Serbia,Serbia,TRUE
595,1,JQ973873,Bulgaria,Bulgaria,TRUE
596,1,JQ973882,Macedonia,Macedonia,TRUE
597,1,JQ973886,Macedonia,Macedonia,TRUE
598,1,JQ973885,Macedonia,Macedonia,TRUE
599,1,JQ973883,Macedonia,Macedonia,TRUE
600,1,JQ973878,Serbia,Serbia,TRUE
601,1,JF973785,Serbia,Serbia,TRUE
602,1,JQ973876,Serbia,Serbia,TRUE
603,1,JQ973884,Macedonia,Macedonia,TRUE
604,1,JQ973879,Serbia,Serbia,TRUE
605,1,KC757382,Greece,Greece,TRUE
606,1,KC011844,Greece,Greece,TRUE
607,1,KC836502,Greece,Greece,TRUE
608,1,KM102751,Greece,Greece,TRUE
609,1,KC836500,Greece,Greece,TRUE
610,1,KC836501,Greece,Greece,TRUE
611,1,KC836503,Greece,Greece,TRUE
612,1,KC771887,Greece,Greece,TRUE
613,1,KC836498,Greece,Greece,TRUE
614,1,KC836499,Greece,Greece,TRUE
615,1,KJ865848,Greece,Greece,TRUE
616,1,JF973761,Serbia,Serbia,TRUE
617,1,JF973754,Serbia,Serbia,TRUE
618,1,JQ973881,Macedonia,Macedonia,TRUE
619,1,JQ973880,Macedonia,Macedonia,TRUE
620,1,JF973786,Serbia,Serbia,TRUE
621,1,JF973839,Serbia,Serbia,TRUE
622,1,JF973844,Serbia,Serbia,TRUE
623,1,JF973793,Serbia,Serbia,TRUE
624,1,JF973753,Serbia,Serbia,TRUE
625,1,KX148143,Hungary,Hungary,TRUE
626,1,MK598398,Hungary,Hungary,TRUE
627,1,JX459920,Croatia,Croatia,TRUE
628,1,JX459921,Croatia,Croatia,TRUE
629,1,JX459922,Croatia,Croatia,TRUE
630,1,JN656507,Ukraine,Ukraine,TRUE
631,1,JN656506,Ukraine,Ukraine,TRUE
632,1,JN656509,Ukraine,Ukraine,TRUE
633,1,JN656508,Ukraine,Ukraine,TRUE
634,1,JN656504,Ukraine,Ukraine,TRUE
635,1,JN656511,Ukraine,Ukraine,TRUE
636,1,JN656505,Ukraine,Ukraine,TRUE
637,1,MK598361,Hungary,Hungary,TRUE
638,1,MK598368,Hungary,Hungary,TRUE
639,1,MK598353,Hungary,Hungary,TRUE
640,1,MK598360,Hungary,Hungary,TRUE
641,1,KX298525,Hungary,Hungary,TRUE
642,1,KX298498,Hungary,Hungary,TRUE
643,1,MK598370,Hungary,Hungary,TRUE
644,1,KX298505,Hungary,Hungary,TRUE
645,1,KX298495,Hungary,Hungary,TRUE
646,1,MK598356,Hungary,Hungary,TRUE
647,1,MK598352,Hungary,Hungary,TRUE
648,1,GU086620,Romania,Romania,TRUE
649,1,MK598362,Hungary,Hungary,TRUE
650,1,KX298516,Hungary,Hungary,TRUE
651,1,MK598367,Hungary,Hungary,TRUE
652,1,MK598358,Hungary,Hungary,TRUE
653,1,MK598359,Hungary,Hungary,TRUE
654,1,MK598377,Hungary,Hungary,TRUE
655,1,MK598363,Hungary,Hungary,TRUE
656,1,MK598379,Hungary,Hungary,TRUE
657,1,MK598376,Hungary,Hungary,TRUE
658,1,MK598372,Hungary,Hungary,TRUE
659,1,MK598355,Hungary,Hungary,TRUE
660,1,MK598378,Hungary,Hungary,TRUE
661,1,MK598366,Hungary,Hungary,TRUE
662,1,JN656503,Ukraine,Ukraine,TRUE
663,1,MK598369,Hungary,Hungary,TRUE
664,1,KX298520,Hungary,Hungary,TRUE
665,1,KX298538,Hungary,Hungary,TRUE
666,1,KX298529,Hungary,Hungary,TRUE
667,1,KX298542,Hungary,Hungary,TRUE
668,1,KX298541,Hungary,Hungary,TRUE
669,1,KX298504,Hungary,Hungary,TRUE
670,1,MK598371,Hungary,Hungary,TRUE
671,1,KX298523,Hungary,Hungary,TRUE
672,1,KX298532,Hungary,Hungary,TRUE
673,1,KX298530,Hungary,Hungary,TRUE
674,1,MK598365,Hungary,Hungary,TRUE
675,1,MK598374,Hungary,Hungary,TRUE
676,1,MK598364,Hungary,Hungary,TRUE
677,1,MK598351,Hungary,Hungary,TRUE
678,1,MK598373,Hungary,Hungary,TRUE
679,1,MK598357,Hungary,Hungary,TRUE
680,1,MK598354,Hungary,Hungary,TRUE
681,1,MK598375,Hungary,Hungary,TRUE
682,1,KX298527,Hungary,Hungary,TRUE
683,1,KX298494,Hungary,Hungary,TRUE
684,1,KX298534,Hungary,Hungary,TRUE
685,1,KX298537,Hungary,Hungary,TRUE
686,1,KX298486,Hungary,Hungary,TRUE
687,1,MK598383,Hungary,Hungary,TRUE
688,1,MK598390,Hungary,Hungary,TRUE
689,1,MK598380,Hungary,Hungary,TRUE
690,1,KX298488,Hungary,Hungary,TRUE
691,1,KX298540,Hungary,Hungary,TRUE
692,1,KX298502,Hungary,Hungary,TRUE
693,1,KX298533,Hungary,Hungary,TRUE
694,1,KX298519,Hungary,Hungary,TRUE
695,1,KX298539,Hungary,Hungary,TRUE
696,1,KX298500,Hungary,Hungary,TRUE
697,1,KX298524,Hungary,Hungary,TRUE
698,1,KX298492,Hungary,Hungary,TRUE
699,1,KX298518,Hungary,Hungary,TRUE
700,1,KX298528,Hungary,Hungary,TRUE
701,1,KX298517,Hungary,Hungary,TRUE
702,1,KX298531,Hungary,Hungary,TRUE
703,1,KX298536,Hungary,Hungary,TRUE
704,1,KX298490,Hungary,Hungary,TRUE
705,1,KX298522,Hungary,Hungary,TRUE
706,1,KX298496,Hungary,Hungary,TRUE
707,1,KX298521,Hungary,Hungary,TRUE
708,1,KX298526,Hungary,Hungary,TRUE
709,1,MK598386,Hungary,Hungary,TRUE
710,1,MK598385,Hungary,Hungary,TRUE
711,1,MK598382,Hungary,Hungary,TRUE
712,1,KX298511,Hungary,Hungary,TRUE
713,1,KX298493,Hungary,Hungary,TRUE
714,1,KX298514,Hungary,Hungary,TRUE
715,1,KX298510,Hungary,Hungary,TRUE
716,1,KX298501,Hungary,Hungary,TRUE
717,1,KX298487,Hungary,Hungary,TRUE
718,1,MK598389,Hungary,Hungary,TRUE
719,1,MK598394,Hungary,Hungary,TRUE
720,1,KX298491,Hungary,Hungary,TRUE
721,1,KX298509,Hungary,Hungary,TRUE
722,1,MK598397,Hungary,Hungary,TRUE
723,1,MK598395,Hungary,Hungary,TRUE
724,1,MK598392,Hungary,Hungary,TRUE
725,1,MK598391,Hungary,Hungary,TRUE
726,1,MK598388,Hungary,Hungary,TRUE
727,1,KX298535,Hungary,Hungary,TRUE
728,1,MK598393,Hungary,Hungary,TRUE
729,1,MK598387,Hungary,Hungary,TRUE
730,1,MK598384,Hungary,Hungary,TRUE
731,1,MK598396,Hungary,Hungary,TRUE
732,1,MK598381,Hungary,Hungary,TRUE
733,1,GU086651,Romania,Romania,TRUE
734,1,GU086641,Romania,Romania,TRUE
735,1,GU086652,Romania,Romania,TRUE
736,1,KX298507,Hungary,Hungary,TRUE
737,1,KX298508,Hungary,Hungary,TRUE
738,1,KX298485,Hungary,Hungary,TRUE
739,1,GU086617,Romania,Romania,TRUE
740,1,KX298489,Hungary,Hungary,TRUE
741,1,KX298513,Hungary,Hungary,TRUE
742,1,KX298515,Hungary,Hungary,TRUE
743,1,KX298512,Hungary,Hungary,TRUE
744,1,KX298497,Hungary,Hungary,TRUE
745,1,KX298503,Hungary,Hungary,TRUE
746,1,KX298499,Hungary,Hungary,TRUE
747,1,JN190395,Poland,Poland,TRUE
748,1,JN596911,Poland,Poland,TRUE
749,1,JN596912,Poland,Poland,TRUE
750,1,JN596913,Poland,Poland,TRUE
751,1,JN596915,Poland,Poland,TRUE
752,1,JN596914,Poland,Poland,TRUE
753,1,MK598350,Hungary,Hungary,TRUE
754,1,MK598349,Hungary,Hungary,TRUE
755,1,MK598347,Hungary,Hungary,TRUE
756,1,JN656534,Poland,Poland,TRUE
757,1,MK598348,Hungary,Hungary,TRUE
758,1,MF197743,Poland,Poland,TRUE
759,1,JN656512,Poland,Poland,TRUE
760,1,JN596908,Poland,Poland,TRUE
761,1,JN656519,Ukraine,Ukraine,TRUE
762,1,JN656521,Ukraine,Ukraine,TRUE
763,1,JN656520,Ukraine,Ukraine,TRUE
764,1,JN656522,Ukraine,Ukraine,TRUE
765,1,JN656502,Ukraine,Ukraine,TRUE
766,1,JN596909,Poland,Poland,TRUE
767,1,JN190394,Poland,Poland,TRUE
768,1,KC692781,Hungary,Hungary,TRUE
769,1,KX298552,Hungary,Hungary,TRUE
770,1,MK598346,Hungary,Hungary,TRUE
771,1,GU086628,Romania,Romania,TRUE
772,1,GU086626,Romania,Romania,TRUE
773,1,GU086614,Romania,Romania,TRUE
774,1,KC692785,Hungary,Hungary,TRUE
775,1,GU086623,Romania,Romania,TRUE
776,1,JN190393,Poland,Poland,TRUE
777,1,GU086658,Romania,Romania,TRUE
778,1,KX298506,Hungary,Hungary,TRUE
779,1,GU086649,Romania,Romania,TRUE
780,1,GU086612,Romania,Romania,TRUE
781,1,GU086648,Romania,Romania,TRUE
782,1,GU086635,Romania,Romania,TRUE
783,1,GU086619,Romania,Romania,TRUE
784,1,JQ005071,Latvia,Latvia,TRUE
785,1,JQ005066,Latvia,Latvia,TRUE
786,1,KR337523,Lithuania,Lithuania,TRUE
787,1,JQ005062,Latvia,Latvia,TRUE
788,1,JQ005092,Latvia,Latvia,TRUE
789,1,JQ005084,Latvia,Latvia,TRUE
790,1,JQ005078,Latvia,Latvia,TRUE
791,1,JQ005085,Latvia,Latvia,TRUE
793,1,JQ005076,Latvia,Latvia,TRUE
794,1,JQ005072,Latvia,Latvia,TRUE
795,1,KR337524,Lithuania,Lithuania,TRUE
796,1,JN109221,Estonia,Estonia,TRUE
797,1,KR337553,Latvia,Latvia,TRUE
798,1,JQ005080,Latvia,Latvia,TRUE
799,1,JQ005063,Latvia,Latvia,TRUE
800,1,JQ005059,Latvia,Latvia,TRUE
801,1,JQ005061,Latvia,Latvia,TRUE
802,1,JQ005088,Latvia,Latvia,TRUE
803,1,KR337552,Latvia,Latvia,TRUE
804,1,JQ005102,Latvia,Latvia,TRUE
805,1,JQ005095,Latvia,Latvia,TRUE
806,1,JQ005096,Latvia,Latvia,TRUE
807,1,JQ005070,Latvia,Latvia,TRUE
808,1,JQ005091,Latvia,Latvia,TRUE
809,1,JQ005110,Latvia,Latvia,TRUE
810,1,KR337510,Latvia,Latvia,TRUE
811,1,JQ005099,Latvia,Latvia,TRUE
812,1,KR337520,Latvia,Latvia,TRUE
813,1,KR337509,Latvia,Latvia,TRUE
814,1,JQ005098,Latvia,Latvia,TRUE
815,1,KR337517,Latvia,Latvia,TRUE
816,1,JQ005087,Latvia,Latvia,TRUE
817,1,KR337522,Lithuania,Lithuania,TRUE
818,1,KR337521,Latvia,Latvia,TRUE
819,1,JQ005104,Latvia,Latvia,TRUE
820,1,KR337530,Lithuania,Lithuania,TRUE
821,1,JQ005094,Latvia,Latvia,TRUE
822,1,JQ005097,Latvia,Latvia,TRUE
823,1,JN109230,Estonia,Estonia,TRUE
824,1,JN109229,Estonia,Estonia,TRUE
825,1,JQ005060,Latvia,Latvia,TRUE
826,1,JQ594998,Estonia,Estonia,TRUE
827,1,KR337549,Estonia,Estonia,TRUE
828,1,JN109220,Estonia,Estonia,TRUE
829,1,JQ005089,Latvia,Latvia,TRUE
830,1,JQ005068,Latvia,Latvia,TRUE
831,1,JQ005101,Latvia,Latvia,TRUE
832,1,JN190384,Poland,Poland,TRUE
833,1,JQ005083,Latvia,Latvia,TRUE
834,1,KR337548,Estonia,Estonia,TRUE
835,1,KR337544,Lithuania,Lithuania,TRUE
836,1,KR337550,Estonia,Estonia,TRUE
837,1,KR337532,Lithuania,Lithuania,TRUE
838,1,JQ005067,Latvia,Latvia,TRUE
839,1,JQ005065,Latvia,Latvia,TRUE
840,1,JQ005100,Latvia,Latvia,TRUE
841,1,JQ005106,Latvia,Latvia,TRUE
842,1,JQ944704,Russia,Russia,TRUE
843,1,JQ005105,Latvia,Latvia,TRUE
844,1,JQ005086,Latvia,Latvia,TRUE
845,1,JN109218,Estonia,Estonia,TRUE
846,1,KR337533,Lithuania,Lithuania,TRUE
847,1,KR337535,Lithuania,Lithuania,TRUE
848,1,JN109231,Estonia,Estonia,TRUE
849,1,JQ894944,Latvia,Latvia,TRUE
850,1,JQ005108,Latvia,Latvia,TRUE
851,1,JN109232,Estonia,Estonia,TRUE
852,1,JQ594986,Estonia,Estonia,TRUE
853,1,JQ595009,Estonia,Estonia,TRUE
854,1,JQ594992,Estonia,Estonia,TRUE
855,1,JQ594989,Estonia,Estonia,TRUE
