c,l,node,Country_Full,agg,full_sub_same
6606,1,KF734695,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6607,1,KF734684,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6609,1,KF734685,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6610,1,KF734701,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6612,1,KF734733,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6613,1,KF734726,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6614,1,KF734713,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6615,1,KT119757,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6616,1,KT119766,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6617,1,KT119756,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6618,1,KT119764,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6619,1,KF734680,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6620,1,KT119769,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6621,1,KT119770,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6622,1,KT119768,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6623,1,KF977826,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6625,1,KT119763,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6626,1,MF538629,Chad,Chad,TRUE
6627,1,KU564993,Chad,Chad,TRUE
6628,1,KY124541,Chad,Chad,TRUE
6629,1,KU564999,Chad,Chad,TRUE
6630,1,KU564994,Chad,Chad,TRUE
6631,1,KY124540,Chad,Chad,TRUE
6632,1,KY124538,Chad,Chad,TRUE
6633,1,KY124533,Chad,Chad,TRUE
6634,1,KU564981,Chad,Chad,TRUE
6635,1,KU564989,Chad,Chad,TRUE
6636,1,KY124536,Chad,Chad,TRUE
6637,1,KX148241,Chad,Chad,TRUE
6638,1,EU853653,Chad,Chad,TRUE
6639,1,EU888656,Nigeria,Nigeria,TRUE
6640,1,KT119786,Chad,Chad,TRUE
6641,1,KT119778,Chad,Chad,TRUE
6642,1,KX148240,Chad,Chad,TRUE
6643,1,EU853652,Chad,Chad,TRUE
6644,1,EU853654,Niger,Niger,TRUE
6645,1,EU853657,Chad,Chad,TRUE
6646,1,EU853655,Chad,Chad,TRUE
6647,1,FJ545679,Niger,Niger,TRUE
6648,1,DQ275561,Chad,Chad,TRUE
6649,1,EU853656,Chad,Chad,TRUE
6650,1,EU888720,Nigeria,Nigeria,TRUE
6651,1,EU888717,Nigeria,Nigeria,TRUE
6652,1,KR080522,Nigeria,Nigeria,TRUE
6653,1,FJ435703,Nigeria,Nigeria,TRUE
6654,1,EU888729,Nigeria,Nigeria,TRUE
6655,1,KU055547,Cameroon,Cameroon,TRUE
6656,1,KU055546,Cameroon,Cameroon,TRUE
6657,1,KF022169,Nigeria,Nigeria,TRUE
6658,1,KF022171,Nigeria,Nigeria,TRUE
6660,1,KF022192,Nigeria,Nigeria,TRUE
6661,1,KF022190,Nigeria,Nigeria,TRUE
6662,1,KF022170,Nigeria,Nigeria,TRUE
6663,1,EU038108,Nigeria,Nigeria,TRUE
6664,1,EU888663,Nigeria,Nigeria,TRUE
6665,1,EU888675,Nigeria,Nigeria,TRUE
6666,1,EU038109,Nigeria,Nigeria,TRUE
6667,1,EU888714,Nigeria,Nigeria,TRUE
6668,1,KJ922000,Nigeria,Nigeria,TRUE
6669,1,KJ921997,Nigeria,Nigeria,TRUE
6671,1,KJ922002,Nigeria,Nigeria,TRUE
6672,1,KJ921998,Nigeria,Nigeria,TRUE
6673,1,EU888696,Nigeria,Nigeria,TRUE
6674,1,EU514575,Mauritania,Mauritania,TRUE
6675,1,EU514580,Mauritania,Mauritania,TRUE
6676,1,EU514577,Mauritania,Mauritania,TRUE
6677,1,EU514576,Mauritania,Mauritania,TRUE
6678,1,EU514579,Mauritania,Mauritania,TRUE
6679,1,EU514578,Mauritania,Mauritania,TRUE
6680,1,KU739042,Mauritania,Mauritania,TRUE
6681,1,EU853606,Mauritania,Mauritania,TRUE
6682,1,KX148236,Mauritania,Mauritania,TRUE
6683,1,EU514581,Mauritania,Mauritania,TRUE
6684,1,EU853610,Mauritania,Mauritania,TRUE
6685,1,EU853611,Mauritania,Mauritania,TRUE
6686,1,EU853609,Mauritania,Mauritania,TRUE
6687,1,KX148237,Mauritania,Mauritania,TRUE
6688,1,FJ545667,Mauritania,Mauritania,TRUE
6689,1,EU853607,Mauritania,Mauritania,TRUE
6690,1,EU853608,Mauritania,Mauritania,TRUE
6691,1,MK471248,Guinea,Guinea,TRUE
6692,1,EU853612,Mali,Mali,TRUE
6693,1,EU853613,Mauritania,Mauritania,TRUE
6694,1,KP976114,Mali,Mali,TRUE
6695,1,KP976115,Mali,Mali,TRUE
6696,1,EU853600,Mali,Mali,TRUE
6697,1,EU853599,Mali,Mali,TRUE
6698,1,EU853596,Mali,Mali,TRUE
6699,1,EU853601,Mali,Mali,TRUE
6700,1,EU853597,Mali,Mali,TRUE
6701,1,EU853598,Mali,Mali,TRUE
6702,1,EU853605,Mali,Mali,TRUE
6703,1,KP976116,Mali,Mali,TRUE
6704,1,EU853604,Mali,Mali,TRUE
6705,1,EU853602,Mali,Mali,TRUE
6706,1,KP976117,Mali,Mali,TRUE
6707,1,MK471251,Guinea,Guinea,TRUE
6708,1,KU055526,Mali,Mali,TRUE
6709,1,FJ545670,Mali,Mali,TRUE
6710,1,FJ545669,Mali,Mali,TRUE
6720,1,MH481710,Liberia,Liberia,TRUE
6721,1,MH481708,Liberia,Liberia,TRUE
6722,1,MH481709,Liberia,Liberia,TRUE
6723,1,MK471249,Guinea,Guinea,TRUE
6724,1,HM368142,Ghana,Ghana,TRUE
6727,1,KP976120,Mali,Mali,TRUE
6728,1,KP976118,Mali,Mali,TRUE
6729,1,KP976119,Mali,Mali,TRUE
6730,1,KP345881,France,France,TRUE
6731,1,MN049981,Liberia,Liberia,TRUE
6732,1,MH481711,Liberia,Liberia,TRUE
6733,1,MH481713,Liberia,Liberia,TRUE
6734,1,MH481712,Liberia,Liberia,TRUE
6735,1,MN049982,Liberia,Liberia,TRUE
6736,1,MN049983,Liberia,Liberia,TRUE
6737,1,MK471246,Guinea,Guinea,TRUE
6738,1,MN049979,Liberia,Liberia,TRUE
6739,1,MN049980,Liberia,Liberia,TRUE
6740,1,EU853620,Mali,Mali,TRUE
6741,1,EU853614,BurkinaFaso,BurkinaFaso,TRUE
6742,1,KX148234,BurkinaFaso,BurkinaFaso,TRUE
6743,1,FJ545672,BurkinaFaso,BurkinaFaso,TRUE
6746,1,MN049984,Liberia,Liberia,TRUE
6749,1,EU853631,Senegal,Senegal,TRUE
6750,1,EU853630,Senegal,Senegal,TRUE
6751,1,EU853632,Senegal,Senegal,TRUE
6752,1,EU853634,Senegal,Senegal,TRUE
6753,1,EU853633,Senegal,Senegal,TRUE
6754,1,EU853635,Senegal,Senegal,TRUE
6755,1,EU853638,Senegal,Senegal,TRUE
6756,1,EU853639,Senegal,Senegal,TRUE
6757,1,EU853637,Senegal,Senegal,TRUE
6758,1,MH514970,Senegal,Senegal,TRUE
6759,1,MH514969,Senegal,Senegal,TRUE
6760,1,EU853636,Senegal,Senegal,TRUE
6761,1,FJ545665,Senegal,Senegal,TRUE
6762,1,MH514979,Senegal,Senegal,TRUE
6763,1,MH514978,Senegal,Senegal,TRUE
6764,1,MH514980,Senegal,Senegal,TRUE
6765,1,MH514977,Senegal,Senegal,TRUE
6766,1,MH514976,Senegal,Senegal,TRUE
6767,1,EU853629,Senegal,Senegal,TRUE
6768,1,EU853628,Senegal,Senegal,TRUE
6769,1,MH514984,Senegal,Senegal,TRUE
6770,1,MH514975,Senegal,Senegal,TRUE
6771,1,MH514974,Senegal,Senegal,TRUE
6772,1,MH514973,Senegal,Senegal,TRUE
6773,1,EU853626,Senegal,Senegal,TRUE
6774,1,EU853625,Senegal,Senegal,TRUE
6775,1,EU853642,Mauritania,Mauritania,TRUE
6776,1,MH514981,Senegal,Senegal,TRUE
6777,1,MH514972,Senegal,Senegal,TRUE
6778,1,MH514971,Senegal,Senegal,TRUE
6779,1,MH514985,Senegal,Senegal,TRUE
6780,1,MH514983,Senegal,Senegal,TRUE
6781,1,MH514982,Senegal,Senegal,TRUE
6782,1,EU853627,Senegal,Senegal,TRUE
6783,1,EU853641,Senegal,Senegal,TRUE
6784,1,EU853640,Senegal,Senegal,TRUE
6785,1,KX148239,Senegal,Senegal,TRUE
6786,1,KX148238,Senegal,Senegal,TRUE
6787,1,FJ545661,Senegal,Senegal,TRUE
6788,1,EU853644,Senegal,Senegal,TRUE
6789,1,MH514968,Senegal,Senegal,TRUE
6790,1,EU853643,Senegal,Senegal,TRUE
6791,1,FJ545666,Senegal,Senegal,TRUE
6792,1,FJ545664,Mauritania,Mauritania,TRUE
6793,1,KU055556,Mauritania,Mauritania,TRUE
6794,1,KP976124,Mali,Mali,TRUE
6795,1,KP976126,Mali,Mali,TRUE
6796,1,KP976127,Mali,Mali,TRUE
6797,1,KP976129,Mali,Mali,TRUE
6798,1,KP976128,Mali,Mali,TRUE
6799,1,EU853623,Mali,Mali,TRUE
6800,1,KP976130,Mali,Mali,TRUE
6801,1,KP976123,Mali,Mali,TRUE
6802,1,EU853622,Mali,Mali,TRUE
6803,1,KP976125,Mali,Mali,TRUE
6804,1,KP976122,Mali,Mali,TRUE
6805,1,EU478518,BurkinaFaso,BurkinaFaso,TRUE
6806,1,EU478492,BurkinaFaso,BurkinaFaso,TRUE
6807,1,KP976113,Mali,Mali,TRUE
6808,1,EU478515,BurkinaFaso,BurkinaFaso,TRUE
6809,1,EU478502,BurkinaFaso,BurkinaFaso,TRUE
6810,1,EU853624,Mauritania,Mauritania,TRUE
6811,1,FJ545668,Mali,Mali,TRUE
6812,1,KU739038,BurkinaFaso,BurkinaFaso,TRUE
6813,1,FJ545682,Mauritania,Mauritania,TRUE
6814,1,KU055527,Senegal,Senegal,TRUE
6815,1,KU055550,Nigeria,Nigeria,TRUE
6816,1,KU055530,Senegal,Senegal,TRUE
6817,1,EU478520,BurkinaFaso,BurkinaFaso,TRUE
6818,1,EU478500,BurkinaFaso,BurkinaFaso,TRUE
6819,1,EU827272,BurkinaFaso,BurkinaFaso,TRUE
6820,1,EU827274,BurkinaFaso,BurkinaFaso,TRUE
6821,1,EU478516,BurkinaFaso,BurkinaFaso,TRUE
6822,1,EU478493,BurkinaFaso,BurkinaFaso,TRUE
6823,1,EU478507,BurkinaFaso,BurkinaFaso,TRUE
6824,1,EU478496,BurkinaFaso,BurkinaFaso,TRUE
6825,1,EU478494,BurkinaFaso,BurkinaFaso,TRUE
6826,1,EU478514,BurkinaFaso,BurkinaFaso,TRUE
6827,1,EU827268,BurkinaFaso,BurkinaFaso,TRUE
6828,1,EU478501,BurkinaFaso,BurkinaFaso,TRUE
6829,1,EU478505,BurkinaFaso,BurkinaFaso,TRUE
6830,1,EU478512,BurkinaFaso,BurkinaFaso,TRUE
6831,1,EU827269,BurkinaFaso,BurkinaFaso,TRUE
6832,1,EU478495,BurkinaFaso,BurkinaFaso,TRUE
6833,1,EU888659,Nigeria,Nigeria,TRUE
6834,1,EU478498,BurkinaFaso,BurkinaFaso,TRUE
6835,1,EU888660,Nigeria,Nigeria,TRUE
6836,1,EU478519,BurkinaFaso,BurkinaFaso,TRUE
6837,1,EU478521,BurkinaFaso,BurkinaFaso,TRUE
6838,1,EU478522,BurkinaFaso,BurkinaFaso,TRUE
6839,1,EU478497,BurkinaFaso,BurkinaFaso,TRUE
6840,1,KP976121,Mali,Mali,TRUE
6841,1,EU478513,BurkinaFaso,BurkinaFaso,TRUE
6842,1,EU478506,BurkinaFaso,BurkinaFaso,TRUE
6843,1,EU514574,Niger,Niger,TRUE
6844,1,EU514573,Niger,Niger,TRUE
6845,1,EU478509,BurkinaFaso,BurkinaFaso,TRUE
6846,1,EU478511,BurkinaFaso,BurkinaFaso,TRUE
6847,1,EU827270,BurkinaFaso,BurkinaFaso,TRUE
6848,1,EU478499,BurkinaFaso,BurkinaFaso,TRUE
6849,1,EU827271,BurkinaFaso,BurkinaFaso,TRUE
6850,1,EU478503,BurkinaFaso,BurkinaFaso,TRUE
6851,1,EU478523,BurkinaFaso,BurkinaFaso,TRUE
6852,1,EU478510,BurkinaFaso,BurkinaFaso,TRUE
6853,1,EU478504,BurkinaFaso,BurkinaFaso,TRUE
6854,1,EU827276,BurkinaFaso,BurkinaFaso,TRUE
6855,1,KU739043,Niger,Niger,TRUE
6856,1,KU739039,BurkinaFaso,BurkinaFaso,TRUE
6857,1,KX148230,BurkinaFaso,BurkinaFaso,TRUE
6858,1,EU853645,BurkinaFaso,BurkinaFaso,TRUE
6859,1,EU478508,BurkinaFaso,BurkinaFaso,TRUE
6860,1,MT370501,Benin,Benin,TRUE
6861,1,MT370505,Benin,Benin,TRUE
6862,1,MT370504,Benin,Benin,TRUE
6863,1,MT370502,Benin,Benin,TRUE
6864,1,MT370507,Benin,Benin,TRUE
6865,1,MT370503,Benin,Benin,TRUE
6866,1,MT370506,Benin,Benin,TRUE
6867,1,KC876039,Nigeria,Nigeria,TRUE
6868,1,EU514572,Niger,Niger,TRUE
6869,1,EU514571,Niger,Niger,TRUE
6870,1,KX148231,Niger,Niger,TRUE
6871,1,FJ545678,Niger,Niger,TRUE
6872,1,EU853649,Niger,Niger,TRUE
6873,1,EU827277,Niger,Niger,TRUE
6874,1,EU478524,BurkinaFaso,BurkinaFaso,TRUE
6875,1,KX148229,Niger,Niger,TRUE
6876,1,EU478517,BurkinaFaso,BurkinaFaso,TRUE
6877,1,EU827273,BurkinaFaso,BurkinaFaso,TRUE
6878,1,EU827275,BurkinaFaso,BurkinaFaso,TRUE
6879,1,KR080521,Nigeria,Nigeria,TRUE
6880,1,EU853647,Niger,Niger,TRUE
6881,1,EU853648,Niger,Niger,TRUE
6882,1,EU853646,Niger,Niger,TRUE
6883,1,MN196576,Nigeria,Nigeria,TRUE
6884,1,EU853650,Niger,Niger,TRUE
6885,1,HM368125,Ghana,Ghana,TRUE
6886,1,HM368097,Ghana,Ghana,TRUE
6887,1,HM368153,Ghana,Ghana,TRUE
6888,1,HM368151,Ghana,Ghana,TRUE
6889,1,HM368102,Ghana,Ghana,TRUE
6890,1,HM368118,Ghana,Ghana,TRUE
6891,1,HM368146,Ghana,Ghana,TRUE
6892,1,HM368132,Ghana,Ghana,TRUE
6893,1,HM368131,Ghana,Ghana,TRUE
6894,1,HM368140,Ghana,Ghana,TRUE
6895,1,HM368122,Ghana,Ghana,TRUE
6896,1,HM368139,Ghana,Ghana,TRUE
6897,1,HM368126,Ghana,Ghana,TRUE
6898,1,FJ545674,Niger,Niger,TRUE
6899,1,KU055542,Niger,Niger,TRUE
6900,1,KU055502,Senegal,Senegal,TRUE
6901,1,KU055521,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6902,1,KU055524,Senegal,Senegal,TRUE
6903,1,KU055528,Senegal,Senegal,TRUE
6904,1,HM368154,Ghana,Ghana,TRUE
6905,1,HM368111,Ghana,Ghana,TRUE
6906,1,HM368091,Ghana,Ghana,TRUE
6907,1,HM368093,Ghana,Ghana,TRUE
6908,1,HM368124,Ghana,Ghana,TRUE
6909,1,HM368098,Ghana,Ghana,TRUE
6910,1,HM368152,Ghana,Ghana,TRUE
6911,1,HM368127,Ghana,Ghana,TRUE
6912,1,HM368100,Ghana,Ghana,TRUE
6913,1,HM368119,Ghana,Ghana,TRUE
6914,1,HM368116,Ghana,Ghana,TRUE
6915,1,HM368095,Ghana,Ghana,TRUE
6916,1,FJ545673,Benin,Benin,TRUE
6917,1,KX148107,Benin,Benin,TRUE
6918,1,EU888648,Nigeria,Nigeria,TRUE
6919,1,EU888647,Nigeria,Nigeria,TRUE
6920,1,KU055555,Mauritania,Mauritania,TRUE
6921,1,KU055525,Mali,Mali,TRUE
6922,1,KU055538,BurkinaFaso,BurkinaFaso,TRUE
6924,1,FJ545662,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6925,1,KT119755,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6926,1,EU853651,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6927,1,KT119754,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6928,1,KF734710,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6929,1,KF734709,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6930,1,KF734705,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6931,1,KF734703,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6932,1,KF734738,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6933,1,KF734681,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6934,1,KF734736,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6936,1,KF734706,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6937,1,KF734716,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6938,1,KF734720,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6939,1,KF734700,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6940,1,KF734715,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6942,1,KF734704,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6944,1,KF734687,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6945,1,KF734714,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6946,1,KF734686,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6947,1,KF734722,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6948,1,KF734708,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6949,1,KF734688,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6950,1,KF734698,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6951,1,KF734727,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6952,1,KF734723,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6953,1,KF734725,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6954,1,KF734682,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6955,1,KF734712,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6956,1,KF734718,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6957,1,KF734697,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6958,1,KF734707,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6960,1,KT119774,Cameroon,Cameroon,TRUE
6961,1,FJ545683,Chad,Chad,TRUE
6962,1,KT119779,Chad,Chad,TRUE
6963,1,KT119767,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6964,1,KF022176,Nigeria,Nigeria,TRUE
6965,1,KU055531,Senegal,Senegal,TRUE
6966,1,FJ545680,Guinea,Guinea,TRUE
6967,1,KX148244,Guinea,Guinea,TRUE
6968,1,FJ545685,Guinea,Guinea,TRUE
6969,1,FJ545663,Guinea,Guinea,TRUE
6970,1,MK471250,Guinea,Guinea,TRUE
6971,1,EU853594,Guinea,Guinea,TRUE
6972,1,KU055552,Guinea,Guinea,TRUE
6973,1,FJ545660,SierraLeone,SierraLeone,TRUE
6974,1,EU853593,Guinea,Guinea,TRUE
6975,1,MK471247,Guinea,Guinea,TRUE
6976,1,EU853595,SierraLeone,SierraLeone,TRUE
6977,1,KU055539,Guinea,Guinea,TRUE
6978,1,EU853592,Senegal,Senegal,TRUE
6979,1,EU853591,Gambia,Gambia,TRUE
6980,1,KU055529,Senegal,Senegal,TRUE
6981,1,KU055523,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6982,1,KU055522,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
6999,1,MN857171,Philippines,Philippines,TRUE
7024,1,LC018595,Philippines,Philippines,TRUE
7058,1,LC018609,Philippines,Philippines,TRUE
7067,1,AB563945,Philippines,Philippines,TRUE
7080,1,LC018620,Philippines,Philippines,TRUE
7083,1,LC018496,Philippines,Philippines,TRUE
7088,1,LC068932,Philippines,Philippines,TRUE
7092,1,MN857167,Philippines,Philippines,TRUE
7097,1,AB563942,Philippines,Philippines,TRUE
7111,1,LC550022,Philippines,Philippines,TRUE
7119,1,AB683633,Philippines,Philippines,TRUE
7120,1,AB683596,Philippines,Philippines,TRUE
7122,1,MN726842,Philippines,Philippines,TRUE
7130,1,LC018504,Philippines,Philippines,TRUE
7131,1,AB563996,Philippines,Philippines,TRUE
7134,1,MN726875,Philippines,Philippines,TRUE
7139,1,LC018506,Philippines,Philippines,TRUE
7142,1,LC018503,Philippines,Philippines,TRUE
7144,1,LC018507,Philippines,Philippines,TRUE
7151,1,AB683595,Philippines,Philippines,TRUE
7153,1,LC018520,Philippines,Philippines,TRUE
7154,1,AB563800,Philippines,Philippines,TRUE
7158,1,AB683634,Philippines,Philippines,TRUE
7160,1,LC018523,Philippines,Philippines,TRUE
7174,1,AB733963,Philippines,Philippines,TRUE
7176,1,AB683608,Philippines,Philippines,TRUE
7181,1,AB683626,Philippines,Philippines,TRUE
7183,1,AB683617,Philippines,Philippines,TRUE
7184,1,AB683587,Philippines,Philippines,TRUE
7185,1,AB563801,Philippines,Philippines,TRUE
7186,1,AB563794,Philippines,Philippines,TRUE
7187,1,AB563821,Philippines,Philippines,TRUE
7188,1,AB563817,Philippines,Philippines,TRUE
7190,1,AB733973,Philippines,Philippines,TRUE
7195,1,LC018488,Philippines,Philippines,TRUE
7198,1,AB733964,Philippines,Philippines,TRUE
7200,1,AB563956,Philippines,Philippines,TRUE
7201,1,LC018499,Philippines,Philippines,TRUE
7202,1,LC018497,Philippines,Philippines,TRUE
7207,1,AB563955,Philippines,Philippines,TRUE
7210,1,AB563977,Philippines,Philippines,TRUE
7211,1,AB733962,Philippines,Philippines,TRUE
7213,1,AB683601,Philippines,Philippines,TRUE
7217,1,AB683603,Philippines,Philippines,TRUE
7218,1,EU086202,Philippines,Philippines,TRUE
7219,1,AB683607,Philippines,Philippines,TRUE
7222,1,AB563991,Philippines,Philippines,TRUE
7248,1,MN726863,Philippines,Philippines,TRUE
7253,1,AB563990,Philippines,Philippines,TRUE
7259,1,AB563881,Philippines,Philippines,TRUE
7269,1,DQ275549,Philippines,Philippines,TRUE
7270,1,AB563935,Philippines,Philippines,TRUE
7271,1,AB771917,Philippines,Philippines,TRUE
7272,1,DQ275546,Philippines,Philippines,TRUE
7273,1,DQ275539,Thailand,Thailand,TRUE
7275,1,AB563810,Philippines,Philippines,TRUE
7276,1,AB563997,Philippines,Philippines,TRUE
7280,1,AB683636,Philippines,Philippines,TRUE
7285,1,AB563889,Philippines,Philippines,TRUE
7287,1,AB771910,Philippines,Philippines,TRUE
7289,1,AB563792,Philippines,Philippines,TRUE
7292,1,EU086200,Philippines,Philippines,TRUE
7299,1,AB563901,Philippines,Philippines,TRUE
7301,1,AB563937,Philippines,Philippines,TRUE
7314,1,LC018486,Philippines,Philippines,TRUE
7318,1,AB563884,Philippines,Philippines,TRUE
7319,1,AB563931,Philippines,Philippines,TRUE
7331,1,AB563927,Philippines,Philippines,TRUE
7340,1,AB563863,Philippines,Philippines,TRUE
7341,1,AB683585,Philippines,Philippines,TRUE
7343,1,MN726854,Philippines,Philippines,TRUE
7351,1,MN726865,Philippines,Philippines,TRUE
7358,1,LC018542,Philippines,Philippines,TRUE
7359,1,AB563813,Philippines,Philippines,TRUE
7363,1,MN726868,Philippines,Philippines,TRUE
7365,1,MN726857,Philippines,Philippines,TRUE
7368,1,MN726858,Philippines,Philippines,TRUE
7369,1,LC018532,Philippines,Philippines,TRUE
7370,1,LC068943,Philippines,Philippines,TRUE
7377,1,MN726874,Philippines,Philippines,TRUE
7390,1,MN726838,Philippines,Philippines,TRUE
7396,1,AB563932,Philippines,Philippines,TRUE
7401,1,LC018540,Philippines,Philippines,TRUE
7406,1,MN726866,Philippines,Philippines,TRUE
7413,1,MN726873,Philippines,Philippines,TRUE
7417,1,AB683629,Philippines,Philippines,TRUE
7418,1,AB683630,Philippines,Philippines,TRUE
7420,1,AB683627,Philippines,Philippines,TRUE
7422,1,AB573763,Japan,Japan,TRUE
7424,1,AB683618,Philippines,Philippines,TRUE
7426,1,AB733974,Philippines,Philippines,TRUE
7438,1,LC018589,Philippines,Philippines,TRUE
7439,1,LC571945,Japan,Japan,TRUE
7440,1,AB573762,Japan,Japan,TRUE
7441,1,LC018591,Philippines,Philippines,TRUE
7442,1,LC018555,Philippines,Philippines,TRUE
7443,1,AB683616,Philippines,Philippines,TRUE
7444,1,AB563946,Philippines,Philippines,TRUE
7447,1,KX148262,Philippines,Philippines,TRUE
7449,1,AB563974,Philippines,Philippines,TRUE
7459,1,AB733971,Philippines,Philippines,TRUE
7461,1,LC068917,Philippines,Philippines,TRUE
7463,1,AB771914,Philippines,Philippines,TRUE
7464,1,AB683594,Philippines,Philippines,TRUE
7471,1,AB563970,Philippines,Philippines,TRUE
7484,1,AB564016,Philippines,Philippines,TRUE
7492,1,AB564015,Philippines,Philippines,TRUE
7494,1,AB563971,Philippines,Philippines,TRUE
7498,1,AB683591,Philippines,Philippines,TRUE
7499,1,AB563923,Philippines,Philippines,TRUE
7501,1,AB563877,Philippines,Philippines,TRUE
7507,1,AB563807,Philippines,Philippines,TRUE
7510,1,AB698023,Philippines,Philippines,TRUE
7513,1,AB563825,Philippines,Philippines,TRUE
7520,1,MN726841,Philippines,Philippines,TRUE
7521,1,AB738088,Philippines,Philippines,TRUE
7522,1,AB563890,Philippines,Philippines,TRUE
7523,1,KC792091,Philippines,Philippines,TRUE
7524,1,AB563917,Philippines,Philippines,TRUE
7531,1,AB563912,Philippines,Philippines,TRUE
7535,1,AB563966,Philippines,Philippines,TRUE
7537,1,AB563914,Philippines,Philippines,TRUE
7546,1,AB563891,Philippines,Philippines,TRUE
7550,1,AB564005,Philippines,Philippines,TRUE
7551,1,KC792096,Philippines,Philippines,TRUE
7555,1,AB563948,Philippines,Philippines,TRUE
7557,1,AB564007,Philippines,Philippines,TRUE
7567,1,AB563899,Philippines,Philippines,TRUE
7571,1,AB683646,Philippines,Philippines,TRUE
7572,1,AB683652,Philippines,Philippines,TRUE
7575,1,AB683643,Philippines,Philippines,TRUE
7577,1,LC018584,Philippines,Philippines,TRUE
7579,1,AB683612,Philippines,Philippines,TRUE
7580,1,AB683609,Philippines,Philippines,TRUE
7584,1,AB683649,Philippines,Philippines,TRUE
7586,1,AB683611,Philippines,Philippines,TRUE
7588,1,EU086204,Philippines,Philippines,TRUE
7589,1,EU086203,Philippines,Philippines,TRUE
7592,1,GQ472503,China,China,TRUE
7608,1,JQ972928,China,China,TRUE
7615,1,AB428320,China,China,TRUE
7678,1,MG201916,China,China,TRUE
7684,1,GQ472518,China,China,TRUE
7690,1,GQ472612,China,China,TRUE
7706,1,EU159378,China,China,TRUE
7708,1,JF972382,China,China,TRUE
7724,1,AB428334,China,China,TRUE
7729,1,GQ472569,China,China,TRUE
7752,1,KT894558,China,China,TRUE
7764,1,EU004738,China,China,TRUE
7786,1,FJ866830,China,China,TRUE
7823,1,FJ719754,China,China,TRUE
7835,1,MF158983,China,China,TRUE
7853,1,KP319201,China,China,TRUE
7883,1,FJ712196,China,China,TRUE
7884,1,FJ712195,China,China,TRUE
7889,1,EU086214,China,China,TRUE
7902,1,FJ032318,China,China,TRUE
7904,1,JN974825,China,China,TRUE
7905,1,KP860169,Taiwan,Taiwan,TRUE
7906,1,KP860167,Taiwan,Taiwan,TRUE
7907,1,KP881355,Taiwan,Taiwan,TRUE
7908,1,KF501183,Taiwan,Taiwan,TRUE
7909,1,KF501182,Taiwan,Taiwan,TRUE
7910,1,KP860168,Taiwan,Taiwan,TRUE
7911,1,KP892528,Taiwan,Taiwan,TRUE
