node	Country_Full	agg
n921	Cuba	Cuba
n925	Cuba	Cuba
n925925	Cuba	Cuba
n926	Cuba	Cuba
n927	Cuba	Cuba
n928	Cuba	Cuba
n932	Cuba	Cuba
n932932	Cuba	Cuba
n933933	Cuba	Cuba
n936	Cuba	Cuba
n938	Colombia	Colombia
n938938	Colombia	Colombia
n939939	Colombia	Colombia
n940940	Cuba	Cuba
n942942	Mexico	Mexico
n943943	Mexico	Mexico
n950950	Mexico	Mexico
n951	Mexico	Mexico
n951951	Mexico	Mexico
n954	Mexico	Mexico
n959	Mexico	Mexico
n959959	Mexico	Mexico
n960	Mexico	Mexico
n962	Mexico	Mexico
n966	Honduras	Honduras
n967	Mexico	Mexico
n967967	Mexico	Mexico
n978	Mexico	Mexico
n984	Paraguay	Paraguay
n990	Nigeria	Nigeria
n994	USA	USA
n1007	USA	USA
n1012	USA	USA
n10131013	Mexico	Mexico
n10201020	USA	USA
n1024	USA	USA
n10291029	Egypt	Egypt
n10301030	Egypt	Egypt
n1033	Egypt	Egypt
n10331033	Egypt	Egypt
n1034	Egypt	Egypt
n1035	Egypt	Egypt
n10361036	Egypt	Egypt
n1037	Egypt	Egypt
n1038	Egypt	Egypt
n1039	Mexico	Mexico
n1046	SouthAfrica	SouthAfrica
n1049	SouthAfrica	SouthAfrica
n1050	SouthAfrica	SouthAfrica
n1052	SouthAfrica	SouthAfrica
n10641064	SouthAfrica	SouthAfrica
n10651065	SouthAfrica	SouthAfrica
n10751075	Botswana	Botswana
n10781078	Zimbabwe	Zimbabwe
n1081	SouthAfrica	SouthAfrica
n1083	SouthAfrica	SouthAfrica
n12091209	Pakistan	Pakistan
n12191219	Nepal	Nepal
n12301230	UnitedKingdom	UnitedKingdom
n1231	Nepal	Nepal
n1236	Bangladesh	Bangladesh
n12371237	Nepal	Nepal
n12491249	Pakistan	Pakistan
n1250	Pakistan	Pakistan
n12501250	Afghanistan	Afghanistan
n1252	Pakistan	Pakistan
n12521252	Pakistan	Pakistan
n12541254	Pakistan	Pakistan
n12551255	Afghanistan	Afghanistan
n12561256	Afghanistan	Afghanistan
n1266	Afghanistan	Afghanistan
n12661266	Afghanistan	Afghanistan
n12671267	Afghanistan	Afghanistan
n1273	Nepal	Nepal
n12741274	Nepal	Nepal
n1275	Nepal	Nepal
n12751275	Nepal	Nepal
n1276	Nepal	Nepal
n1277	Nepal	Nepal
n12821282	Iran	Iran
n1315	Greenland	Greenland
n1382	Canada	Canada
n1420	USA	Svalbard
n14321432	Greenland	Greenland
n1436	Greenland	Greenland
n1438	Greenland	Greenland
n14381438	Greenland	Greenland
n14441444	Greenland	Greenland
n1445	Greenland	Greenland
n14481448	Greenland	Greenland
n1449	Greenland	Greenland
n14501450	Greenland	Greenland
n14701470	SouthKorea	SouthKorea
n1471	SouthKorea	SouthKorea
n14711471	SouthKorea	SouthKorea
n1472	SouthKorea	SouthKorea
n14741474	SouthKorea	SouthKorea
n14751475	SouthKorea	SouthKorea
n1476	SouthKorea	SouthKorea
n1477	SouthKorea	SouthKorea
n14771477	SouthKorea	SouthKorea
n1478	SouthKorea	SouthKorea
n1479	SouthKorea	SouthKorea
n14791479	SouthKorea	SouthKorea
n1481	SouthKorea	SouthKorea
n1485	SouthKorea	SouthKorea
n1487	SouthKorea	SouthKorea
n1490	SouthKorea	SouthKorea
n14901490	SouthKorea	SouthKorea
n1495	SouthKorea	SouthKorea
n15241524	Nigeria	Nigeria
n1526	Nigeria	Nigeria
n15311531	Nigeria	Nigeria
n15341534	Nigeria	Nigeria
n1535	Nigeria	Nigeria
n1542	Cameroon	Cameroon
n15421542	Cameroon	Cameroon
n1543	Nigeria	Nigeria
n1544	Nigeria	Nigeria
n1548	Chad	Chad
n15481548	Chad	Chad
n1555	CentralAfricanRepublic	CentralAfricanRepublic
n1559	Nigeria	Nigeria
n1563	Nigeria	Nigeria
n15701570	Mauritania	Mauritania
n15751575	Mali	Mali
n1583	Liberia	Liberia
n15841584	Mali	Mali
n15871587	Liberia	Liberia
n15951595	Senegal	Senegal
n15981598	Senegal	Senegal
n1600	Senegal	Senegal
n16001600	Senegal	Senegal
n16021602	Senegal	Senegal
n16031603	Senegal	Senegal
n16101610	BurkinaFaso	BurkinaFaso
n1611	BurkinaFaso	BurkinaFaso
n16171617	BurkinaFaso	BurkinaFaso
n16191619	BurkinaFaso	BurkinaFaso
n1620	Niger	Niger
n1622	BurkinaFaso	BurkinaFaso
n16231623	BurkinaFaso	BurkinaFaso
n1628	Niger	Niger
n16281628	BurkinaFaso	BurkinaFaso
n1631	Ghana	Ghana
n16311631	Benin	Benin
n1636	CentralAfricanRepublic	CentralAfricanRepublic
n1638	Chad	Chad
n1644	Senegal	Senegal
n16441644	CentralAfricanRepublic	CentralAfricanRepublic
n1797	Philippines	Philippines
n18711871	China	China
n1880	Taiwan	Taiwan
n18831883	Taiwan	Taiwan
n18851885	Taiwan	Taiwan
n1886	Taiwan	Taiwan
n18881888	Taiwan	Taiwan
n18891889	Taiwan	Taiwan
n18931893	Taiwan	Taiwan
n1894	Taiwan	Taiwan
n18961896	Taiwan	Taiwan
n18991899	Taiwan	Taiwan
n1900	Taiwan	Taiwan
n1901	Taiwan	Taiwan
n19011901	Taiwan	Taiwan
n1904	Taiwan	Taiwan
n19041904	Taiwan	Taiwan
n19051905	Taiwan	Taiwan
n1906	Taiwan	Taiwan
n19071907	Taiwan	Taiwan
n1909	Taiwan	Taiwan
n19111911	Taiwan	Taiwan
n19121912	Taiwan	Taiwan
n1913	Taiwan	Taiwan
n1916	Taiwan	Taiwan
n1917	Taiwan	Taiwan
n19171917	Taiwan	Taiwan
n19191919	Taiwan	Taiwan
n19201920	Taiwan	Taiwan
n19301930	Cambodia	Cambodia
n19361936	Cambodia	Cambodia
n1938	Cambodia	Cambodia
n1939	Cambodia	Cambodia
n1941	Cambodia	Cambodia
n19421942	Cambodia	Cambodia
n19481948	Cambodia	Cambodia
n1949	Cambodia	Cambodia
n19531953	Thailand	Thailand
n19541954	Thailand	Thailand
n19571957	Thailand	Thailand
n19601960	Thailand	Thailand
n19611961	Thailand	Thailand
n1965	Cambodia	Cambodia
n19651965	Cambodia	Cambodia
n1969	Cambodia	Cambodia
n1972	Cambodia	Cambodia
n19741974	VietNam	VietNam
n19751975	Thailand	Thailand
n1976	Cambodia	Cambodia
n19771977	Thailand	Thailand
n1978	Cambodia	Cambodia
n1982	Cambodia	Cambodia
n1983	VietNam	Cambodia
n19831983	VietNam	VietNam
n1985	Cambodia	Cambodia
n19871987	Thailand	Thailand
n1988	Thailand	Thailand
n1990	Cambodia	Cambodia
n19911991	Thailand	Thailand
n1992	Thailand	Thailand
n1995	Laos	Laos
n20022002	Malaysia	Malaysia
n20042004	Thailand	Thailand
n2005	VietNam	VietNam
n20102010	Thailand	Thailand
n2011	Thailand	Thailand
n20112011	Thailand	Thailand
n2014	Myanmar	Myanmar
n20142014	Myanmar	Myanmar
n2015	Myanmar	Myanmar
n20182018	Thailand	Thailand
n2186	VietNam	VietNam
n21862186	VietNam	VietNam
n22242224	VietNam	VietNam
n2225	VietNam	VietNam
n22252225	VietNam	VietNam
n2324	Indonesia	Indonesia
n23252325	Indonesia	Indonesia
n23442344	SriLanka	SriLanka
n23452345	SriLanka	SriLanka
n2347	SriLanka	SriLanka
n23472347	SriLanka	SriLanka
n23492349	SriLanka	SriLanka
n2351	SriLanka	SriLanka
n23512351	SriLanka	SriLanka
n23542354	SriLanka	SriLanka
n2355	SriLanka	SriLanka
n23552355	SriLanka	SriLanka
n2358	SriLanka	SriLanka
n23592359	SriLanka	SriLanka
n23622362	SriLanka	SriLanka
n2364	SriLanka	SriLanka
n23652365	SriLanka	SriLanka
n2368	SriLanka	SriLanka
n23682368	SriLanka	SriLanka
n2369	SriLanka	SriLanka
n2370	SriLanka	SriLanka
n23712371	SriLanka	SriLanka
n2393	India	India
n2394	India	India
n2399	Nepal	Nepal
n2400	Nepal	Nepal
FJ424484	Italy	Italy
KC197982	Italy	Italy
KC197976	Italy	Italy
KC197983	Italy	Italy
KC197989	Italy	Italy
KC197978	Italy	Italy
KC197969	Italy	Italy
KC197970	Italy	Italy
KC197998	Italy	Italy
KC197987	Italy	Italy
KC197990	Italy	Italy
KC197985	Italy	Italy
KC197991	Italy	Italy
KC197975	Italy	Italy
KC197992	Italy	Italy
KC197971	Italy	Italy
KC198013	Italy	Italy
KC197993	Italy	Italy
KC198014	Italy	Italy
KC198012	Italy	Italy
KC197979	Italy	Italy
KC197994	Italy	Italy
HM852160	Slovenia	Slovenia
KC198075	Italy	Italy
KC197973	Italy	Italy
KC197995	Italy	Italy
HM852162	Slovenia	Slovenia
HM852158	Slovenia	Slovenia
HM852161	Slovenia	Slovenia
HM852159	Slovenia	Slovenia
HM852157	Slovenia	Slovenia
HM852163	Slovenia	Slovenia
KC197974	Italy	Italy
HM852156	Slovenia	Slovenia
KC197984	Italy	Italy
KC198007	Italy	Italy
KC197977	Italy	Italy
HM852155	Slovenia	Slovenia
KC198027	Italy	Italy
KC197981	Italy	Italy
JF973819	BosniaandHerzegovina	BosniaandHerzegovina
KC197972	Italy	Italy
HM852167	Slovenia	Slovenia
HM852166	Slovenia	Slovenia
HM852164	Slovenia	Slovenia
KC198033	Italy	Italy
HM852165	Slovenia	Slovenia
HM852190	Slovenia	Slovenia
HM852189	Slovenia	Slovenia
KC197894	Italy	Italy
KC197869	Italy	Italy
KC197899	Italy	Italy
KC197880	Italy	Italy
KC197858	Italy	Italy
KC197859	Italy	Italy
KC197882	Italy	Italy
KC197885	Italy	Italy
KC197914	Italy	Italy
KC197868	Italy	Italy
KC197879	Italy	Italy
KC197900	Italy	Italy
KC197861	Italy	Italy
KC197962	Italy	Italy
KC197878	Italy	Italy
KC197881	Italy	Italy
KC197864	Italy	Italy
KC197871	Italy	Italy
KC197870	Italy	Italy
KC197877	Italy	Italy
KC197860	Italy	Italy
KC197874	Italy	Italy
KC197865	Italy	Italy
KC197873	Italy	Italy
KC197901	Italy	Italy
KC197872	Italy	Italy
KC197920	Italy	Italy
KU739037	Italy	Italy
KC197866	Italy	Italy
KC197862	Italy	Italy
KC197856	Italy	Italy
KC197863	Italy	Italy
KC197857	Italy	Italy
KX148132	Slovenia	Slovenia
HM852153	Slovenia	Slovenia
HM852152	Slovenia	Slovenia
KC197887	Italy	Italy
KC197955	Italy	Italy
KC197950	Italy	Italy
KC197888	Italy	Italy
KC197924	Italy	Italy
KC197921	Italy	Italy
KC197905	Italy	Italy
KC197957	Italy	Italy
KC197967	Italy	Italy
KC197960	Italy	Italy
KC197961	Italy	Italy
KC197903	Italy	Italy
KC197954	Italy	Italy
KC197926	Italy	Italy
KC197890	Italy	Italy
KC197958	Italy	Italy
KC197915	Italy	Italy
KC197932	Italy	Italy
KC197944	Italy	Italy
KC197893	Italy	Italy
KC197917	Italy	Italy
KC197959	Italy	Italy
KC197925	Italy	Italy
KC197936	Italy	Italy
KC197938	Italy	Italy
KC197945	Italy	Italy
KC197927	Italy	Italy
KC197883	Italy	Italy
KC197935	Italy	Italy
KC197898	Italy	Italy
KC197895	Italy	Italy
KC197951	Italy	Italy
KC197884	Italy	Italy
KC197948	Italy	Italy
KC197949	Italy	Italy
KC197939	Italy	Italy
KC197942	Italy	Italy
KC197897	Italy	Italy
KC197908	Italy	Italy
KC197937	Italy	Italy
KC197892	Italy	Italy
KC197931	Italy	Italy
KC197929	Italy	Italy
KC197940	Italy	Italy
KC197909	Italy	Italy
KC197911	Italy	Italy
KC197928	Italy	Italy
KC197916	Italy	Italy
KC197891	Italy	Italy
KC197963	Italy	Italy
KC197886	Italy	Italy
KC197968	Italy	Italy
KC197933	Italy	Italy
KC197947	Italy	Italy
KC197946	Italy	Italy
KC197919	Italy	Italy
KC197952	Italy	Italy
KC197966	Italy	Italy
KC197896	Italy	Italy
KC197964	Italy	Italy
KC197956	Italy	Italy
KC197922	Italy	Italy
KC197910	Italy	Italy
KC197953	Italy	Italy
KC197902	Italy	Italy
KC197906	Italy	Italy
KC197912	Italy	Italy
KC197923	Italy	Italy
KC197941	Italy	Italy
KC197930	Italy	Italy
KC197943	Italy	Italy
KC197965	Italy	Italy
KC197907	Italy	Italy
KC197889	Italy	Italy
KC197918	Italy	Italy
KC197913	Italy	Italy
KC197934	Italy	Italy
KC197904	Italy	Italy
KC197875	Italy	Italy
HM852173	Slovenia	Slovenia
HM852169	Slovenia	Slovenia
KX148131	Slovenia	Slovenia
HM852149	Slovenia	Slovenia
HM852171	Slovenia	Slovenia
HM852172	Slovenia	Slovenia
HM852150	Slovenia	Slovenia
HM852170	Slovenia	Slovenia
HM852148	Slovenia	Slovenia
KX148129	Slovenia	Slovenia
HM852147	Slovenia	Slovenia
HM852146	Slovenia	Slovenia
KX148130	Slovenia	Slovenia
HM852180	Slovenia	Slovenia
HM852181	Slovenia	Slovenia
HM852182	Slovenia	Slovenia
HM852183	Slovenia	Slovenia
HM852184	Slovenia	Slovenia
HM852186	Slovenia	Slovenia
HM852185	Slovenia	Slovenia
HM852179	Slovenia	Slovenia
HM852187	Slovenia	Slovenia
HM852178	Slovenia	Slovenia
HM852188	Slovenia	Slovenia
KX929111	Croatia	Croatia
JF683636	Croatia	Croatia
JF683641	Croatia	Croatia
HM852175	Slovenia	Slovenia
HM852176	Slovenia	Slovenia
HM852174	Slovenia	Slovenia
JF973750	BosniaandHerzegovina	unresolved
KC198053	Italy	Italy
JF973782	BosniaandHerzegovina	unresolved
KX148133	BosniaandHerzegovina	unresolved
KC198062	Italy	Italy
KC198044	Italy	Italy
KC198032	Italy	Italy
KC198059	Italy	Italy
KC198058	Italy	Italy
KC198061	Italy	Italy
KC198060	Italy	Italy
KC198045	Italy	Italy
KC198056	Italy	Italy
KC198055	Italy	Italy
KC198042	Italy	Italy
KC198024	Italy	Italy
KC198021	Italy	Italy
KC198054	Italy	Italy
KC198046	Italy	Italy
KC198048	Italy	Italy
KC198057	Italy	Italy
KC198052	Italy	Italy
KC198065	Italy	Italy
KC198077	Italy	Italy
KC198031	Italy	Italy
KC198026	Italy	Italy
HM852151	Slovenia	Slovenia
KC198015	Italy	Italy
KC198079	Italy	Italy
JF683644	Croatia	Croatia
JF973818	BosniaandHerzegovina	BosniaandHerzegovina
JF973814	BosniaandHerzegovina	BosniaandHerzegovina
JF973822	BosniaandHerzegovina	BosniaandHerzegovina
JF973817	BosniaandHerzegovina	BosniaandHerzegovina
JF973812	BosniaandHerzegovina	BosniaandHerzegovina
JF683651	Croatia	Croatia
JF973824	BosniaandHerzegovina	BosniaandHerzegovina
JF973816	BosniaandHerzegovina	BosniaandHerzegovina
JF973823	BosniaandHerzegovina	BosniaandHerzegovina
JF973813	BosniaandHerzegovina	BosniaandHerzegovina
KC198004	Italy	Italy
KC198064	Italy	Italy
KC198041	Italy	Italy
KC198006	Italy	Italy
KC198009	Italy	Italy
KC198067	Italy	Italy
KC198001	Italy	Italy
KC198002	Italy	Italy
KC198000	Italy	Italy
KC198010	Italy	Italy
KC198081	Italy	Italy
KC198003	Italy	Italy
KC197997	Italy	Italy
KC198066	Italy	Italy
KC198037	Italy	Italy
KC198043	Italy	Italy
KC198040	Italy	Italy
KC198076	Italy	Italy
KC198073	Italy	Italy
KC198039	Italy	Italy
KC198063	Italy	Italy
KC198018	Italy	Italy
KC198019	Italy	Italy
KC198017	Italy	Italy
GU134624	Croatia	Croatia
KC198074	Italy	Italy
KC198078	Italy	Italy
KC198005	Italy	Italy
KC198008	Italy	Italy
KC198011	Italy	Italy
KC197996	Italy	Italy
KC197999	Italy	Italy
KX929134	Croatia	Croatia
KX929131	Croatia	Croatia
KX929151	Croatia	Croatia
KX929153	Croatia	Croatia
JF683643	Croatia	Croatia
KX929143	Croatia	Croatia
KX929126	Croatia	Croatia
KX929112	Croatia	Croatia
JF973820	BosniaandHerzegovina	BosniaandHerzegovina
KX929113	Croatia	Croatia
KX929156	Croatia	Croatia
KX929115	Croatia	Croatia
KX929155	Croatia	Croatia
KX929157	Croatia	Croatia
KX929146	Croatia	Croatia
KX929130	Croatia	Croatia
KX929114	Croatia	Croatia
JF683640	Croatia	Croatia
KX929140	Croatia	Croatia
KX929135	Croatia	Croatia
JF683652	Croatia	Croatia
KX929141	Croatia	Croatia
JF683649	Croatia	Croatia
KX929118	Croatia	Croatia
KX929124	Croatia	Croatia
KX929127	Croatia	Croatia
JF683625	Croatia	Croatia
KX929116	Croatia	Croatia
JF683648	Croatia	Croatia
JF683646	Croatia	Croatia
KX929123	Croatia	Croatia
KX929138	Croatia	Croatia
KX929152	Croatia	Croatia
KX929125	Croatia	Croatia
KX929149	Croatia	Croatia
KX929128	Croatia	Croatia
KX929121	Croatia	Croatia
KX929142	Croatia	Croatia
KX929145	Croatia	Croatia
KX929120	Croatia	Croatia
KX929158	Croatia	Croatia
KX929144	Croatia	Croatia
KX929139	Croatia	Croatia
KX929148	Croatia	Croatia
KX929132	Croatia	Croatia
KX929147	Croatia	Croatia
KX929122	Croatia	Croatia
KX929136	Croatia	Croatia
KX929137	Croatia	Croatia
KX929129	Croatia	Croatia
KX929154	Croatia	Croatia
KX929117	Croatia	Croatia
KX929150	Croatia	Croatia
KX929133	Croatia	Croatia
KX929119	Croatia	Croatia
JF683633	Croatia	Croatia
JF683645	Croatia	Croatia
JF683630	Croatia	Croatia
KX929159	Croatia	Croatia
KC198072	Italy	Italy
KC198070	Italy	Italy
KC198071	Italy	Italy
KC198028	Italy	Italy
KC198029	Italy	Italy
KC198016	Italy	Italy
KC198022	Italy	Italy
KC198023	Italy	Italy
KC198025	Italy	Italy
KC198030	Italy	Italy
KC198020	Italy	Italy
KC198069	Italy	Italy
KC198068	Italy	Italy
KC197988	Italy	Italy
KC198036	Italy	Italy
KC198038	Italy	Italy
KC198035	Italy	Italy
MZ418100	Ethiopia	Ethiopia
MZ418103	Ethiopia	Ethiopia
MZ418101	Ethiopia	Ethiopia
KC198049	Italy	Italy
JF973811	BosniaandHerzegovina	BosniaandHerzegovina
KC198047	Italy	Italy
KC198034	Italy	Italy
KC198080	Italy	Italy
KC198051	Italy	Italy
KF831562	Switzerland	Switzerland
KX148134	France	France
EU293115	France	France
GU992302	France	France
EU293104	France	France
KX148127	France	France
DQ146161	Oman	Oman
KX148128	France	France
KU055573	France	France
KU055580	France	France
KU055540	France	France
KX148126	France	France
KX148125	Belgium	Belgium
KU739048	France	France
LN879481	Germany	Germany
GU936875	Germany	Germany
KX148135	Germany	Germany
JN190390	Poland	Poland
JN596907	Poland	Poland
JN596910	Poland	Poland
JN190382	Poland	Poland
JN596899	Poland	Poland
JN596897	Poland	Poland
JN190381	Poland	Poland
JN596883	Poland	Poland
KX148115	Poland	Poland
KX148116	Poland	Poland
MF197742	Poland	Poland
JN596887	Poland	Poland
JN190380	Poland	Poland
JN596888	Poland	Poland
JN190367	Poland	Poland
JN190368	Poland	Poland
JN190372	Poland	Poland
JN190364	Poland	Poland
JN596886	Poland	Poland
KX148117	Poland	Poland
JN596898	Poland	Poland
JN190374	Poland	Poland
JN190366	Poland	Poland
KX148114	Poland	Poland
KX148113	Germany	Germany
JN190379	Poland	Poland
JN596896	Poland	Poland
JN190388	Poland	Poland
JN596902	Poland	Poland
JN190387	Poland	Poland
JN596904	Poland	Poland
JN596893	Poland	Poland
JN596901	Poland	Poland
JN596891	Poland	Poland
JN190386	Poland	Poland
JN596892	Poland	Poland
JN596894	Poland	Poland
JN596903	Poland	Poland
JN596906	Poland	Poland
JN190389	Poland	Poland
JN596905	Poland	Poland
JN190373	Poland	Poland
JN596890	Poland	Poland
JN190385	Poland	Poland
JF973851	CzechRepublic	CzechRepublic
JN190363	Poland	Poland
JN190361	Poland	Poland
JN190360	Poland	Poland
JN190375	Poland	Poland
JN190369	Poland	Poland
KX148118	Poland	Poland
JN190362	Poland	Poland
JN190359	Poland	Poland
JN190357	Poland	Poland
JN656533	Poland	Poland
KX148124	Germany	Germany
KX148123	Germany	Germany
KX148122	Germany	Germany
JN656514	Poland	Poland
KF831544	Poland	Poland
KX148120	Poland	Poland
KX148119	Poland	Poland
JN190358	Poland	Poland
JN596880	Poland	Poland
KX148121	Poland	Poland
JX679401	Bulgaria	Bulgaria
JQ973870	Bulgaria	Bulgaria
JX679402	Bulgaria	Bulgaria
JF973850	Serbia	Serbia
JF973835	Austria	Austria
JF973833	Serbia	Serbia
JQ973875	Serbia	Serbia
JQ973874	Serbia	Serbia
JF973806	Serbia	Serbia
JQ973869	Bulgaria	Bulgaria
JX679400	Bulgaria	Bulgaria
JQ973877	Serbia	Serbia
JQ973867	Bulgaria	Bulgaria
JX679407	Bulgaria	Bulgaria
JN008439	Serbia	Serbia
JX679408	Bulgaria	Bulgaria
JF973807	Serbia	Serbia
JQ973871	Bulgaria	Bulgaria
JF973842	Serbia	Serbia
JF973828	Serbia	Serbia
JF973829	Serbia	Serbia
JF973795	Serbia	Serbia
JN008440	Serbia	Serbia
JF973845	Serbia	Serbia
JF973803	Serbia	Serbia
JF973805	Serbia	Serbia
JF973804	Serbia	Serbia
JF973791	Serbia	Serbia
JF973794	Serbia	Serbia
KX298545	Hungary	Hungary
JF973790	Serbia	Serbia
KC692780	Hungary	Hungary
MK598344	Hungary	Hungary
JF973800	Serbia	Serbia
JF973789	Serbia	Serbia
KC692787	Hungary	Hungary
KC692789	Hungary	Hungary
KC692782	Hungary	Hungary
KX298544	Hungary	Hungary
MK598345	Hungary	Hungary
JF973788	Serbia	Serbia
KX298543	Hungary	Hungary
KC692784	Hungary	Hungary
KC692788	Hungary	Hungary
KC692786	Hungary	Hungary
JF973756	Serbia	Serbia
JF973757	Serbia	Serbia
JF973737	Serbia	Serbia
JF973758	Serbia	Serbia
JF973787	Serbia	Serbia
JF973772	Serbia	Serbia
JF973770	Serbia	Serbia
JF973762	Serbia	Serbia
JF973771	Serbia	Serbia
JF973759	Serbia	Serbia
JF973763	Serbia	Serbia
KX298550	Hungary	Hungary
MK598343	Hungary	Hungary
JF973768	Serbia	Serbia
JF973783	Serbia	Serbia
KC692777	Hungary	Hungary
KC692776	Hungary	Hungary
KC692779	Hungary	Hungary
JF973801	Serbia	Serbia
JF973738	Serbia	Serbia
MG458311	Serbia	Serbia
JF973773	Serbia	Serbia
JF973755	Serbia	Serbia
JF973751	Serbia	Serbia
JF973746	Serbia	Serbia
JF973747	Serbia	Serbia
JF973748	Serbia	Serbia
JF973742	Serbia	Serbia
JF973745	Serbia	Serbia
JF973743	Serbia	Serbia
KX148140	Serbia	Serbia
JF973810	Serbia	Serbia
JF973809	Serbia	Serbia
JF973778	Serbia	Serbia
JF973780	Serbia	Serbia
JF973777	Serbia	Serbia
KU055565	Hungary	Hungary
KX148138	Hungary	Hungary
KX148136	Hungary	Hungary
KX148139	Hungary	Hungary
KX148137	Hungary	Hungary
JF973852	CzechRepublic	CzechRepublic
JF973808	Serbia	Serbia
JF973841	Serbia	Serbia
KC692783	Hungary	Hungary
JF973840	Serbia	Serbia
KX148141	Poland	Poland
JF973834	Poland	Poland
JF973832	Serbia	Serbia
KX148142	Poland	Poland
JF683642	Croatia	Croatia
JF683638	Croatia	Croatia
KX929097	Croatia	Croatia
JF683635	Croatia	Croatia
JF683631	Croatia	Croatia
JF683627	Croatia	Croatia
KX929104	Croatia	Croatia
KX929110	Croatia	Croatia
KX929108	Croatia	Croatia
KX929100	Croatia	Croatia
JF683628	Croatia	Croatia
JF683634	Croatia	Croatia
KX929109	Croatia	Croatia
KX929098	Croatia	Croatia
JF683647	Croatia	Croatia
KX929099	Croatia	Croatia
JF683632	Croatia	Croatia
JF683639	Croatia	Croatia
JF683623	Croatia	Croatia
JF683624	Croatia	Croatia
JF683650	Croatia	Croatia
KX929103	Croatia	Croatia
JF683637	Croatia	Croatia
JF683626	Croatia	Croatia
KX929106	Croatia	Croatia
KX929101	Croatia	Croatia
KX929102	Croatia	Croatia
JF683629	Croatia	Croatia
JF683622	Croatia	Croatia
KX929107	Croatia	Croatia
KX929105	Croatia	Croatia
JF973767	Serbia	Serbia
JF973821	BosniaandHerzegovina	BosniaandHerzegovina
JF973764	BosniaandHerzegovina	BosniaandHerzegovina
JF973765	BosniaandHerzegovina	BosniaandHerzegovina
HM852168	Slovenia	Slovenia
HM852145	Slovenia	Slovenia
KX148144	Slovenia	Slovenia
JF973796	BosniaandHerzegovina	BosniaandHerzegovina
JF973831	Serbia	Serbia
JF973830	Serbia	Serbia
JF973799	Serbia	Serbia
JF973797	BosniaandHerzegovina	BosniaandHerzegovina
JF973847	Serbia	Serbia
JF973815	BosniaandHerzegovina	BosniaandHerzegovina
JF973848	Serbia	Serbia
JF973802	Montenegro	Montenegro
KU055566	Hungary	Hungary
JF973769	Montenegro	Montenegro
JF973798	Serbia	Serbia
KX148145	BosniaandHerzegovina	BosniaandHerzegovina
JF973827	Montenegro	Montenegro
JF973766	Serbia	Serbia
JN008438	BosniaandHerzegovina	BosniaandHerzegovina
JF973836	Austria	Austria
JX025366	Macedonia	Macedonia
JF973849	Serbia	Serbia
JQ973873	Bulgaria	Bulgaria
JQ973882	Macedonia	Macedonia
JQ973886	Macedonia	Macedonia
JQ973885	Macedonia	Macedonia
JQ973883	Macedonia	Macedonia
JQ973878	Serbia	Serbia
JF973785	Serbia	Serbia
JQ973876	Serbia	Serbia
JQ973884	Macedonia	Macedonia
JQ973879	Serbia	Serbia
KC757382	Greece	Greece
KC011844	Greece	Greece
KC836502	Greece	Greece
KM102751	Greece	Greece
KC836500	Greece	Greece
KC836501	Greece	Greece
KC836503	Greece	Greece
KC771887	Greece	Greece
KC836498	Greece	Greece
KC836499	Greece	Greece
KJ865848	Greece	Greece
JF973761	Serbia	Serbia
JF973754	Serbia	Serbia
JQ973881	Macedonia	Macedonia
JQ973880	Macedonia	Macedonia
JF973786	Serbia	Serbia
JF973839	Serbia	Serbia
JF973844	Serbia	Serbia
JF973793	Serbia	Serbia
JF973753	Serbia	Serbia
KX148143	Hungary	Hungary
MK598398	Hungary	Hungary
JX459920	Croatia	Croatia
JX459921	Croatia	Croatia
JX459922	Croatia	Croatia
JN656507	Ukraine	Ukraine
JN656506	Ukraine	Ukraine
JN656509	Ukraine	Ukraine
JN656508	Ukraine	Ukraine
JN656504	Ukraine	Ukraine
JN656511	Ukraine	Ukraine
JN656505	Ukraine	Ukraine
MK598361	Hungary	Hungary
MK598368	Hungary	Hungary
MK598353	Hungary	Hungary
MK598360	Hungary	Hungary
KX298525	Hungary	Hungary
KX298498	Hungary	Hungary
MK598370	Hungary	Hungary
KX298505	Hungary	Hungary
KX298495	Hungary	Hungary
MK598356	Hungary	Hungary
MK598352	Hungary	Hungary
GU086620	Romania	Romania
MK598362	Hungary	Hungary
KX298516	Hungary	Hungary
MK598367	Hungary	Hungary
MK598358	Hungary	Hungary
MK598359	Hungary	Hungary
MK598377	Hungary	Hungary
MK598363	Hungary	Hungary
MK598379	Hungary	Hungary
MK598376	Hungary	Hungary
MK598372	Hungary	Hungary
MK598355	Hungary	Hungary
MK598378	Hungary	Hungary
MK598366	Hungary	Hungary
JN656503	Ukraine	Ukraine
MK598369	Hungary	Hungary
KX298520	Hungary	Hungary
KX298538	Hungary	Hungary
KX298529	Hungary	Hungary
KX298542	Hungary	Hungary
KX298541	Hungary	Hungary
KX298504	Hungary	Hungary
MK598371	Hungary	Hungary
KX298523	Hungary	Hungary
KX298532	Hungary	Hungary
KX298530	Hungary	Hungary
MK598365	Hungary	Hungary
MK598374	Hungary	Hungary
MK598364	Hungary	Hungary
MK598351	Hungary	Hungary
MK598373	Hungary	Hungary
MK598357	Hungary	Hungary
MK598354	Hungary	Hungary
MK598375	Hungary	Hungary
KX298527	Hungary	Hungary
KX298494	Hungary	Hungary
KX298534	Hungary	Hungary
KX298537	Hungary	Hungary
