node	Country_Full	agg
MZ417911	Ethiopia	Ethiopia
MZ417876	Ethiopia	Ethiopia
MZ417963	Ethiopia	Ethiopia
MZ417949	Ethiopia	Ethiopia
MZ417994	Ethiopia	Ethiopia
MZ418004	Ethiopia	Ethiopia
MZ417962	Ethiopia	Ethiopia
MZ417944	Ethiopia	Ethiopia
MZ417951	Ethiopia	Ethiopia
MZ417954	Ethiopia	Ethiopia
MZ417950	Ethiopia	Ethiopia
MZ417877	Ethiopia	Ethiopia
MZ417890	Ethiopia	Ethiopia
MZ417918	Ethiopia	Ethiopia
MZ417883	Ethiopia	Ethiopia
MZ417882	Ethiopia	Ethiopia
MZ417940	Ethiopia	Ethiopia
MZ417889	Ethiopia	Ethiopia
MZ417933	Ethiopia	Ethiopia
MZ417893	Ethiopia	Ethiopia
MZ417919	Ethiopia	Ethiopia
MZ417897	Ethiopia	Ethiopia
MZ417941	Ethiopia	Ethiopia
MZ417913	Ethiopia	Ethiopia
MZ417936	Ethiopia	Ethiopia
MZ417910	Ethiopia	Ethiopia
MZ417931	Ethiopia	Ethiopia
MZ417923	Ethiopia	Ethiopia
MZ417928	Ethiopia	Ethiopia
MZ417898	Ethiopia	Ethiopia
MZ417880	Ethiopia	Ethiopia
MZ417907	Ethiopia	Ethiopia
MZ417900	Ethiopia	Ethiopia
MZ417914	Ethiopia	Ethiopia
MZ417904	Ethiopia	Ethiopia
MZ417921	Ethiopia	Ethiopia
MZ417905	Ethiopia	Ethiopia
MZ418079	Ethiopia	Ethiopia
MZ418078	Ethiopia	Ethiopia
MZ418077	Ethiopia	Ethiopia
MZ418076	Ethiopia	Ethiopia
MZ418083	Ethiopia	Ethiopia
MZ418088	Ethiopia	Ethiopia
MZ418089	Ethiopia	Ethiopia
MZ418084	Ethiopia	Ethiopia
MZ418098	Ethiopia	Ethiopia
MZ418097	Ethiopia	Ethiopia
MZ418096	Ethiopia	Ethiopia
MZ418095	Ethiopia	Ethiopia
EU853581	Ethiopia	Ethiopia
MZ418086	Ethiopia	Ethiopia
KP723638	Ethiopia	Ethiopia
GU062189	Ethiopia	Ethiopia
MZ418087	Ethiopia	Ethiopia
EU853580	Ethiopia	Ethiopia
MZ418092	Ethiopia	Ethiopia
MZ418091	Ethiopia	Ethiopia
MZ418093	Ethiopia	Ethiopia
MZ418094	Ethiopia	Ethiopia
KX148200	Ethiopia	Ethiopia
KX148199	Somalia	Somalia
KX148198	Somalia	Somalia
DQ900577	Tanzania	Tanzania
MW055049	Kenya	Kenya
MN726805	Kenya	Kenya
MW055054	Kenya	Kenya
MW074785	Kenya	Kenya
MW055057	Kenya	Kenya
MW055055	Kenya	Kenya
MW055052	Kenya	Kenya
MN726812	Kenya	Kenya
MW055050	Kenya	Kenya
MN726830	Kenya	Kenya
MW055056	Kenya	Kenya
MW055053	Kenya	Kenya
MN726819	Kenya	Kenya
MW055051	Kenya	Kenya
MW055122	Kenya	Kenya
MW055118	Kenya	Kenya
MW055123	Kenya	Kenya
MW055119	Kenya	Kenya
MW055121	Kenya	Kenya
MW055120	Kenya	Kenya
KJ133672	Uganda	Uganda
KJ133669	Uganda	Uganda
AB505879	Uganda	Uganda
AB505881	Uganda	Uganda
KJ133660	Uganda	Uganda
KJ133683	Uganda	Uganda
KJ133667	Uganda	Uganda
KJ133676	Uganda	Uganda
FJ947009	Sudan	Sudan
FJ947008	Sudan	Sudan
FJ947029	Sudan	Sudan
FJ947017	Sudan	Sudan
FJ947016	Sudan	Sudan
FJ947004	Sudan	Sudan
FJ947006	Sudan	Sudan
FJ947018	Sudan	Sudan
FJ947022	Sudan	Sudan
FJ947020	Sudan	Sudan
FJ947011	Sudan	Sudan
FJ947013	Sudan	Sudan
FJ947014	Sudan	Sudan
FJ947023	Sudan	Sudan
FJ947012	Sudan	Sudan
FJ947010	Sudan	Sudan
FJ947019	Sudan	Sudan
FJ947015	Sudan	Sudan
FJ947024	Sudan	Sudan
FJ947021	Sudan	Sudan
FJ947005	Sudan	Sudan
FJ947026	Sudan	Sudan
FJ947025	Sudan	Sudan
FJ947028	Sudan	Sudan
FJ947027	Sudan	Sudan
EU643557	Tunisia	Tunisia
EU643556	Tunisia	Tunisia
EU643588	Tunisia	Tunisia
EU643558	Tunisia	Tunisia
MK981888	Tunisia	Tunisia
EU853578	Tunisia	Tunisia
KU739050	Tunisia	Tunisia
EU643561	Tunisia	Tunisia
EU643560	Tunisia	Tunisia
EU643559	Tunisia	Tunisia
EU853579	Tunisia	Tunisia
KF831519	Tunisia	Tunisia
KF831545	Tunisia	Tunisia
EU853575	Tunisia	Tunisia
EU853576	Tunisia	Tunisia
EU853574	Tunisia	Tunisia
EU853573	Tunisia	Tunisia
EU853577	Tunisia	Tunisia
MN549362	Mexico	Mexico
EU643573	Tunisia	Tunisia
EU643574	Tunisia	Tunisia
EU643576	Tunisia	Tunisia
EU643569	Tunisia	Tunisia
EU643575	Tunisia	Tunisia
EU643580	Tunisia	Tunisia
EU643579	Tunisia	Tunisia
EU643582	Tunisia	Tunisia
EU643581	Tunisia	Tunisia
EU643567	Tunisia	Tunisia
EU643578	Tunisia	Tunisia
EU643566	Tunisia	Tunisia
EU643563	Tunisia	Tunisia
EU643568	Tunisia	Tunisia
EU643564	Tunisia	Tunisia
EU643577	Tunisia	Tunisia
EU643565	Tunisia	Tunisia
EU643585	Tunisia	Tunisia
EU643586	Tunisia	Tunisia
EU643584	Tunisia	Tunisia
EU643583	Tunisia	Tunisia
EU853566	Tunisia	Tunisia
EU643587	Tunisia	Tunisia
KU055515	Morocco	Morocco
EU853567	Algeria	Algeria
EU853568	Algeria	Algeria
KX148197	Algeria	Algeria
EU851123	Spain	Spain
KU739044	Spain	Spain
EU851124	Spain	Spain
EU851125	Spain	Spain
EU851126	Spain	Spain
EU851121	Spain	Spain
EU851120	Spain	Spain
KX148193	Morocco	Morocco
EU851122	Spain	Spain
EU851128	Spain	Spain
MW074787	Kenya	Kenya
MW055112	Kenya	Kenya
KX148194	Morocco	Morocco
EU851129	Spain	Spain
EU851127	Spain	Spain
EU853569	Morocco	Morocco
KX148196	Morocco	Morocco
KX148195	Morocco	Morocco
EU853570	Morocco	Morocco
KF155001	Morocco	Morocco
EU853571	Morocco	Morocco
EU853572	Morocco	Morocco
FJ561730	China	China
MF781074	Russia	Russia
MF537537	Cameroon	Cameroon
KT119793	Cameroon	Cameroon
MF537538	Cameroon	Cameroon
KT119789	Cameroon	Cameroon
KT119792	Cameroon	Cameroon
KT119795	Cameroon	Cameroon
MF537550	Cameroon	Cameroon
MF537554	Cameroon	Cameroon
MF537551	Cameroon	Cameroon
MF537549	Cameroon	Cameroon
MF537541	Cameroon	Cameroon
MF537536	Cameroon	Cameroon
MF537533	Cameroon	Cameroon
MF537543	Cameroon	Cameroon
MF537548	Cameroon	Cameroon
MF537552	Cameroon	Cameroon
MF537542	Cameroon	Cameroon
MF537534	Cameroon	Cameroon
MF537539	Cameroon	Cameroon
MF537540	Cameroon	Cameroon
MF537535	Cameroon	Cameroon
MF537553	Cameroon	Cameroon
KT119788	Cameroon	Cameroon
KT119794	Cameroon	Cameroon
EU296439	Tanzania	Tanzania
EU296435	Tanzania	Tanzania
MW074786	Kenya	Kenya
EU296436	Tanzania	Tanzania
EU296438	Tanzania	Tanzania
MF537558	Cameroon	Cameroon
MF537559	Cameroon	Cameroon
MF537544	Cameroon	Cameroon
MF537520	Cameroon	Cameroon
MF537519	Cameroon	Cameroon
MF537523	Cameroon	Cameroon
MF537521	Cameroon	Cameroon
MF537524	Cameroon	Cameroon
MF537545	Cameroon	Cameroon
MF537525	Cameroon	Cameroon
MF537528	Cameroon	Cameroon
MF537526	Cameroon	Cameroon
MF537527	Cameroon	Cameroon
MF537522	Cameroon	Cameroon
MF537546	Cameroon	Cameroon
KT119787	Cameroon	Cameroon
KT119791	Cameroon	Cameroon
KT119790	Cameroon	Cameroon
MF537555	Cameroon	Cameroon
MF537556	Cameroon	Cameroon
MF537557	Cameroon	Cameroon
MF537547	Cameroon	Cameroon
MF537529	Cameroon	Cameroon
MF537513	Cameroon	Cameroon
MF537514	Cameroon	Cameroon
MF537510	Cameroon	Cameroon
MF537512	Cameroon	Cameroon
MF537515	Cameroon	Cameroon
MF537508	Cameroon	Cameroon
MF537505	Cameroon	Cameroon
MF537531	Cameroon	Cameroon
MF537532	Cameroon	Cameroon
MF537530	Cameroon	Cameroon
MF537518	Cameroon	Cameroon
MF537506	Cameroon	Cameroon
MF537507	Cameroon	Cameroon
MF537509	Cameroon	Cameroon
MF537511	Cameroon	Cameroon
MF537516	Cameroon	Cameroon
MF537517	Cameroon	Cameroon
MW553267	Gabon	Gabon
KT119782	Cameroon	Cameroon
MW553268	Gabon	Gabon
HM368160	Ghana	Ghana
HM368156	Ghana	Ghana
HM368141	Ghana	Ghana
HM368147	Ghana	Ghana
HM368137	Ghana	Ghana
HQ256770	Ghana	Ghana
HM368145	Ghana	Ghana
HM368134	Ghana	Ghana
HM368133	Ghana	Ghana
HM368110	Ghana	Ghana
HM368149	Ghana	Ghana
HM368128	Ghana	Ghana
HM368096	Ghana	Ghana
HQ256772	Ghana	Ghana
HM368123	Ghana	Ghana
HM368115	Ghana	Ghana
HM368161	Ghana	Ghana
HM368104	Ghana	Ghana
HM368135	Ghana	Ghana
HM368159	Ghana	Ghana
HM368158	Ghana	Ghana
HM368136	Ghana	Ghana
HM368114	Ghana	Ghana
HM368144	Ghana	Ghana
HM368130	Ghana	Ghana
HM368099	Ghana	Ghana
HM368106	Ghana	Ghana
HM368129	Ghana	Ghana
HM368107	Ghana	Ghana
HM368120	Ghana	Ghana
HM368148	Ghana	Ghana
HM368138	Ghana	Ghana
HM368150	Ghana	Ghana
HM368155	Ghana	Ghana
HM368109	Ghana	Ghana
HM368101	Ghana	Ghana
HM368162	Ghana	Ghana
HM368108	Ghana	Ghana
HQ256771	Ghana	Ghana
HM368103	Ghana	Ghana
HM368112	Ghana	Ghana
HM368105	Ghana	Ghana
HM368163	Ghana	Ghana
HM368157	Ghana	Ghana
HM368117	Ghana	Ghana
HM368113	Ghana	Ghana
HM368092	Ghana	Ghana
HM368143	Ghana	Ghana
MF537565	Cameroon	Cameroon
MF537568	Cameroon	Cameroon
MF537567	Cameroon	Cameroon
MF537560	Cameroon	Cameroon
MF537566	Cameroon	Cameroon
MF537561	Cameroon	Cameroon
MF537562	Cameroon	Cameroon
MF537563	Cameroon	Cameroon
MF537564	Cameroon	Cameroon
MF537571	Cameroon	Cameroon
MF537569	Cameroon	Cameroon
MF537573	Cameroon	Cameroon
MF537570	Cameroon	Cameroon
MF537572	Cameroon	Cameroon
MF537574	Cameroon	Cameroon
KT119785	Gabon	Gabon
KX148202	Gabon	Gabon
FJ440104	EquatorialGuinea	EquatorialGuinea
GU815999	Gabon	Gabon
KU055517	Gabon	Gabon
KT119783	Gabon	Gabon
MW553270	Gabon	Gabon
MW553269	Gabon	Gabon
KT119775	Gabon	Gabon
KT119777	Gabon	Gabon
KT119771	Gabon	Gabon
KT119772	Gabon	Gabon
KX148201	Nigeria	Nigeria
KX522941	Russia	Russia
MT367573	China	China
AB505874	Uganda	Uganda
JX856028	USA	USA
JX855998	USA	USA
JX856029	USA	USA
JX855997	USA	USA
JQ513555	Canada	Canada
MW055126	USA	USA
MW055124	USA	USA
JQ513558	Canada	Canada
JQ513560	Canada	Canada
JQ513557	Canada	Canada
JQ513556	Canada	Canada
JQ513559	Canada	Canada
JQ513554	Canada	Canada
MW055127	USA	USA
KU888641	USA	USA
KX148213	USA	USA
GU991843	USA	USA
JX856108	USA	USA
JX856075	USA	USA
JX856107	USA	USA
KC792077	USA	USA
KC791817	USA	USA
KC792277	USA	USA
KC792080	USA	USA
KC791955	USA	USA
KC792082	USA	USA
GU991842	USA	USA
MW055128	USA	USA
KC792081	USA	USA
JQ685987	USA	USA
KC792192	USA	USA
JX856072	USA	USA
KC792194	USA	USA
KC792218	USA	USA
KC791910	USA	USA
KC792216	USA	USA
JX855994	USA	USA
DQ275590	USA	USA
DQ275567	USA	USA
DQ275575	USA	USA
DQ275597	USA	USA
DQ275584	USA	USA
DQ275580	USA	USA
DQ275596	USA	USA
DQ275594	USA	USA
DQ275565	USA	USA
KC792219	USA	USA
DQ275574	USA	USA
DQ275572	USA	USA
DQ275564	USA	USA
DQ275578	USA	USA
DQ275585	USA	USA
JQ513537	USA	USA
JQ513535	USA	USA
JQ513530	USA	USA
JQ513532	USA	USA
FJ228497	USA	USA
FJ228495	USA	USA
JQ513528	USA	USA
JQ513536	USA	USA
JQ513534	USA	USA
JQ513533	USA	USA
JQ513531	USA	USA
MW055130	Haiti	Haiti
MW055129	Haiti	Haiti
EU886636	Austria	Austria
EU886631	Germany	Germany
KJ513053	Poland	Poland
KJ513026	Poland	Poland
KJ513043	Poland	Poland
KJ513028	Poland	Poland
KJ513044	Poland	Poland
KJ513033	Poland	Poland
KJ513051	Poland	Poland
KJ513047	Poland	Poland
KJ513035	Poland	Poland
KJ513056	Poland	Poland
KJ513037	Poland	Poland
KJ513041	Poland	Poland
KJ513034	Poland	Poland
KJ513049	Poland	Poland
KJ513036	Poland	Poland
KJ513022	Poland	Poland
KX365168	Romania	Romania
GU992311	CzechRepublic	CzechRepublic
GU992309	CzechRepublic	CzechRepublic
EU886634	Germany	Germany
MK111075	Hungary	Hungary
MH660455	Germany	Germany
EU886635	Germany	Germany
EU886633	Austria	Austria
EU886632	Germany	Germany
KC522613	Slovenia	Slovenia
KR337545	Lithuania	Lithuania
KR337508	Latvia	Latvia
KJ513023	Poland	Poland
KJ513038	Poland	Poland
KJ513052	Poland	Poland
KJ513054	Poland	Poland
KJ513030	Poland	Poland
KJ513031	Poland	Poland
KJ513040	Poland	Poland
KJ513046	Poland	Poland
KJ513057	Poland	Poland
KJ513025	Poland	Poland
KJ513029	Poland	Poland
KJ513027	Poland	Poland
KJ513032	Poland	Poland
KJ513045	Poland	Poland
KJ513050	Poland	Poland
KJ513042	Poland	Poland
KJ513039	Poland	Poland
KJ513024	Poland	Poland
KJ513055	Poland	Poland
KU055577	CzechRepublic	CzechRepublic
KU055578	CzechRepublic	CzechRepublic
KJ513048	Poland	Poland
MF630920	Russia	Russia
DQ661014	Brazil	Brazil
AB628210	VietNam	VietNam
GU992319	CzechRepublic	CzechRepublic
AB614372	VietNam	VietNam
AB614385	VietNam	VietNam
AB614384	VietNam	VietNam
GU992322	Morocco	Morocco
GU992320	France	France
KM584050	Iran	Iran
KM584049	Iran	Iran
KC792231	Nepal	Nepal
KC792230	Nepal	Nepal
KU055563	France	France
MK887205	Mexico	Mexico
MK887206	Mexico	Mexico
MK887204	Mexico	Mexico
MK887203	Mexico	Mexico
KU884973	France	France
EU530704	Peru	Peru
EU530702	Peru	Peru
EU530703	Peru	Peru
EU530709	Peru	Peru
EU530707	Peru	Peru
EU530711	Peru	Peru
EU530708	Peru	Peru
FJ228498	Peru	Peru
EU530710	Peru	Peru
EU530698	Peru	Peru
EU530705	Peru	Peru
EU530720	Peru	Peru
EU530716	Peru	Peru
EU530706	Peru	Peru
EU530718	Peru	Peru
EU530700	Peru	Peru
EU530701	Peru	Peru
EU530712	Peru	Peru
EU530719	Peru	Peru
EU530713	Peru	Peru
EU530715	Peru	Peru
EU530714	Peru	Peru
EU530717	Peru	Peru
EU530722	Peru	Peru
EU530723	Peru	Peru
EU530721	Peru	Peru
MK956098	Brazil	Brazil
MK956097	Brazil	Brazil
MK956099	Brazil	Brazil
MK956101	Brazil	Brazil
MK956100	Brazil	Brazil
MW302194	Argentina	Argentina
MW302193	Argentina	Argentina
EU530699	Peru	Peru
FJ228499	Peru	Peru
KU938829	Peru	Peru
KU938752	Peru	Peru
KF831564	Peru	Peru
KF831540	Peru	Peru
EU530729	Peru	Peru
FJ228501	Peru	Peru
JX217812	Brazil	Brazil
KR781549	Brazil	Brazil
KR781546	Brazil	Brazil
KR781548	Brazil	Brazil
KR781547	Brazil	Brazil
KR781551	Brazil	Brazil
KR781552	Brazil	Brazil
KR781545	Brazil	Brazil
KR781542	Brazil	Brazil
KR781566	Brazil	Brazil
KR781541	Brazil	Brazil
KR781538	Brazil	Brazil
KR781539	Brazil	Brazil
KR781543	Brazil	Brazil
KR781525	Brazil	Brazil
KR781524	Brazil	Brazil
KR781522	Brazil	Brazil
KR781567	Brazil	Brazil
KR781568	Brazil	Brazil
KR781544	Brazil	Brazil
JX217790	Brazil	Brazil
JX217781	Brazil	Brazil
GU123654	Brazil	Brazil
GU123653	Brazil	Brazil
GU123655	Brazil	Brazil
GU123656	Brazil	Brazil
GU123652	Brazil	Brazil
GU123651	Brazil	Brazil
EU530725	Peru	Peru
KR781561	Brazil	Brazil
JX217803	Brazil	Brazil
JX217802	Brazil	Brazil
JX217787	Brazil	Brazil
JX217788	Brazil	Brazil
JX217791	Brazil	Brazil
JX217780	Brazil	Brazil
JX217782	Brazil	Brazil
JX217784	Brazil	Brazil
JX217799	Brazil	Brazil
KR781559	Brazil	Brazil
KR781562	Brazil	Brazil
JX217804	Brazil	Brazil
KR781560	Brazil	Brazil
KR781564	Brazil	Brazil
KR781563	Brazil	Brazil
KR781565	Brazil	Brazil
KU938904	Peru	Peru
KR781569	Brazil	Brazil
JN897319	Brazil	Brazil
JN897312	Brazil	Brazil
JN897316	Brazil	Brazil
JN897313	Brazil	Brazil
JN897317	Brazil	Brazil
JN897320	Brazil	Brazil
JN897315	Brazil	Brazil
JN897314	Brazil	Brazil
JX217797	Brazil	Brazil
JX217792	Brazil	Brazil
KR781604	Brazil	Brazil
KR781554	Brazil	Brazil
JX217806	Brazil	Brazil
JX217779	Brazil	Brazil
KR781536	Brazil	Brazil
KR781528	Brazil	Brazil
KR781534	Brazil	Brazil
KR781530	Brazil	Brazil
KR781531	Brazil	Brazil
KR781529	Brazil	Brazil
KR781527	Brazil	Brazil
KR781602	Brazil	Brazil
GU646814	Brazil	Brazil
GU646798	Brazil	Brazil
GU646833	Brazil	Brazil
GU646801	Brazil	Brazil
GU646804	Brazil	Brazil
GU646811	Brazil	Brazil
GU646838	Brazil	Brazil
GU646837	Brazil	Brazil
GU646802	Brazil	Brazil
GU646800	Brazil	Brazil
GU646852	Brazil	Brazil
GU646851	Brazil	Brazil
GU646810	Brazil	Brazil
GU646812	Brazil	Brazil
GU646853	Brazil	Brazil
GU646805	Brazil	Brazil
GU646840	Brazil	Brazil
GU646807	Brazil	Brazil
GU646830	Brazil	Brazil
GU646835	Brazil	Brazil
GU646832	Brazil	Brazil
GU646803	Brazil	Brazil
GU646797	Brazil	Brazil
KX148215	Brazil	Brazil
KX148214	Brazil	Brazil
GU646847	Brazil	Brazil
GU646806	Brazil	Brazil
GU646799	Brazil	Brazil
GU646834	Brazil	Brazil
GU646831	Brazil	Brazil
GU646839	Brazil	Brazil
JX217801	Brazil	Brazil
JX217795	Brazil	Brazil
JN106462	Brazil	Brazil
JN106463	Brazil	Brazil
JN106461	Brazil	Brazil
KX148216	Brazil	Brazil
KR781593	Brazil	Brazil
KR781595	Brazil	Brazil
KR781601	Brazil	Brazil
KR781555	Brazil	Brazil
KR781606	Brazil	Brazil
KR781599	Brazil	Brazil
KR781597	Brazil	Brazil
KR781584	Brazil	Brazil
KR781578	Brazil	Brazil
KR781600	Brazil	Brazil
KR781605	Brazil	Brazil
KR781558	Brazil	Brazil
KR781607	Brazil	Brazil
KR781598	Brazil	Brazil
KR781572	Brazil	Brazil
KR781589	Brazil	Brazil
KR781583	Brazil	Brazil
KR781603	Brazil	Brazil
KR781580	Brazil	Brazil
KR781533	Brazil	Brazil
GU123662	Brazil	Brazil
GU123658	Brazil	Brazil
GU123660	Brazil	Brazil
KR781590	Brazil	Brazil
KR781588	Brazil	Brazil
KR781532	Brazil	Brazil
KR781574	Brazil	Brazil
KR781535	Brazil	Brazil
KR781587	Brazil	Brazil
KR781526	Brazil	Brazil
KR781586	Brazil	Brazil
KR781523	Brazil	Brazil
KR781570	Brazil	Brazil
KR781581	Brazil	Brazil
KR781576	Brazil	Brazil
KR781582	Brazil	Brazil
KR781596	Brazil	Brazil
KR781571	Brazil	Brazil
KR781557	Brazil	Brazil
KR781556	Brazil	Brazil
JN897310	Brazil	Brazil
JN897309	Brazil	Brazil
JN897311	Brazil	Brazil
GU123659	Brazil	Brazil
GU123657	Brazil	Brazil
GU123661	Brazil	Brazil
KR781579	Brazil	Brazil
KR781577	Brazil	Brazil
KR781573	Brazil	Brazil
KR781585	Brazil	Brazil
KR781575	Brazil	Brazil
KR781592	Brazil	Brazil
KR781591	Brazil	Brazil
JX217794	Brazil	Brazil
JX217789	Brazil	Brazil
KR781540	Brazil	Brazil
KX148217	Brazil	Brazil
HQ116829	Chile	Chile
AY854503	Cuba	Cuba
AY854520	Cuba	Cuba
AY854519	Cuba	Cuba
AY854504	Cuba	Cuba
AY854502	Cuba	Cuba
AY854505	Cuba	Cuba
AY854506	Cuba	Cuba
AY854507	Cuba	Cuba
AY854512	Cuba	Cuba
AY854513	Cuba	Cuba
AY854511	Cuba	Cuba
AY854510	Cuba	Cuba
AY854509	Cuba	Cuba
AY854518	Cuba	Cuba
AY854508	Cuba	Cuba
AY854515	Cuba	Cuba
AY854516	Cuba	Cuba
AY854514	Cuba	Cuba
AY854517	Cuba	Cuba
AY854523	Cuba	Cuba
AY854522	Cuba	Cuba
AY854521	Cuba	Cuba
AY854525	Cuba	Cuba
AY854524	Cuba	Cuba
AY854529	Cuba	Cuba
AY854528	Cuba	Cuba
AY854530	Cuba	Cuba
AY854532	Cuba	Cuba
AY854531	Cuba	Cuba
AY854533	Cuba	Cuba
AY854534	Cuba	Cuba
AY854527	Cuba	Cuba
AY854526	Cuba	Cuba
AY854543	Cuba	Cuba
AY854542	Cuba	Cuba
AY854544	Cuba	Cuba
AY854545	Cuba	Cuba
AY854546	Cuba	Cuba
AY854547	Cuba	Cuba
AY854538	Cuba	Cuba
AY854537	Cuba	Cuba
AY854536	Cuba	Cuba
AY854535	Cuba	Cuba
AY854539	Cuba	Cuba
AY854540	Cuba	Cuba
AY854541	Cuba	Cuba
AY854548	Cuba	Cuba
AY854553	Cuba	Cuba
AY854552	Cuba	Cuba
AY854554	Cuba	Cuba
AY854549	Cuba	Cuba
AY854551	Cuba	Cuba
AY854550	Cuba	Cuba
AY854555	Cuba	Cuba
AY854557	Cuba	Cuba
AY854556	Cuba	Cuba
AY854558	Cuba	Cuba
AY854559	Cuba	Cuba
DQ837170	Cuba	Cuba
DQ837169	Cuba	Cuba
DQ837178	Cuba	Cuba
DQ837180	Cuba	Cuba
DQ837168	Cuba	Cuba
DQ837183	Cuba	Cuba
DQ837171	Cuba	Cuba
DQ837173	Cuba	Cuba
DQ837172	Cuba	Cuba
DQ837175	Cuba	Cuba
DQ837177	Cuba	Cuba
DQ837176	Cuba	Cuba
DQ837184	Cuba	Cuba
AY854572	Cuba	Cuba
AY854571	Cuba	Cuba
AY854570	Cuba	Cuba
AY854573	Cuba	Cuba
AY854569	Cuba	Cuba
AY854568	Cuba	Cuba
AY854567	Cuba	Cuba
AY854574	Cuba	Cuba
AY854577	Cuba	Cuba
AY854575	Cuba	Cuba
AY854576	Cuba	Cuba
AY854562	Cuba	Cuba
AY854566	Cuba	Cuba
AY854565	Cuba	Cuba
AY854563	Cuba	Cuba
AY854561	Cuba	Cuba
AY854560	Cuba	Cuba
AY854564	Cuba	Cuba
AY854578	Cuba	Cuba
EU086161	Colombia	Colombia
JF693449	Colombia	Colombia
JF693450	Colombia	Colombia
JF693452	Colombia	Colombia
JF693451	Colombia	Colombia
DQ837167	Cuba	Cuba
JF693454	Colombia	Colombia
JF693453	Colombia	Colombia
JF693455	Colombia	Colombia
DQ837182	Cuba	Cuba
DQ837181	Cuba	Cuba
DQ837179	Cuba	Cuba
KJ001509	Mexico	Mexico
KX708504	Mexico	Mexico
FJ228525	Mexico	Mexico
FJ228523	Mexico	Mexico
KT006769	Mexico	Mexico
KX708503	Mexico	Mexico
KJ001533	Mexico	Mexico
KJ001525	Mexico	Mexico
KJ001507	Mexico	Mexico
KJ001503	Mexico	Mexico
KJ001499	Mexico	Mexico
KJ001501	Mexico	Mexico
KJ001488	Mexico	Mexico
KJ001502	Mexico	Mexico
KJ001497	Mexico	Mexico
KJ001518	Mexico	Mexico
KJ001505	Mexico	Mexico
KJ001516	Mexico	Mexico
KJ001517	Mexico	Mexico
KJ001500	Mexico	Mexico
KJ001536	Mexico	Mexico
KJ001515	Mexico	Mexico
KJ001534	Mexico	Mexico
KJ001504	Mexico	Mexico
KJ001535	Mexico	Mexico
KJ001491	Mexico	Mexico
KJ001492	Mexico	Mexico
KJ001490	Mexico	Mexico
KJ001489	Mexico	Mexico
KJ001513	Mexico	Mexico
FJ228513	Mexico	Mexico
FJ228512	Mexico	Mexico
KJ001494	Mexico	Mexico
JQ037823	Mexico	Mexico
JQ037822	Mexico	Mexico
JQ037820	Mexico	Mexico
JQ037819	Mexico	Mexico
JQ037824	Mexico	Mexico
JQ037821	Mexico	Mexico
KR902345	Mexico	Mexico
KJ001495	Mexico	Mexico
KJ001512	Mexico	Mexico
KJ001531	Mexico	Mexico
KJ001514	Mexico	Mexico
KJ001511	Mexico	Mexico
KJ001498	Mexico	Mexico
KJ001493	Mexico	Mexico
KJ001523	Mexico	Mexico
KJ001524	Mexico	Mexico
KJ001532	Mexico	Mexico
KJ001506	Mexico	Mexico
KJ001508	Mexico	Mexico
KJ001496	Mexico	Mexico
FJ228505	Mexico	Mexico
FJ228502	Mexico	Mexico
FJ228503	Mexico	Mexico
FJ228504	Mexico	Mexico
FJ228506	Mexico	Mexico
FJ228511	Mexico	Mexico
FJ228509	Mexico	Mexico
FJ228507	Mexico	Mexico
FJ228508	Mexico	Mexico
FJ228510	Mexico	Mexico
KX148102	Mexico	Mexico
KX148111	Mexico	Mexico
KX148110	Mexico	Mexico
FJ228515	Mexico	Mexico
FJ228516	Mexico	Mexico
GU991847	Mexico	Mexico
KJ001510	Mexico	Mexico
FJ228673	USA	USA
MW055107	Guatemala	Guatemala
KU550103	CostaRica	CostaRica
KX708502	Mexico	Mexico
FJ228675	ElSalvador	ElSalvador
FJ228517	Honduras	Honduras
FJ228522	Mexico	Mexico
FJ228521	Mexico	Mexico
FJ228520	USA	USA
FJ228519	Mexico	Mexico
FJ228645	USA	USA
FJ228640	USA	USA
FJ228638	USA	USA
FJ228637	USA	USA
FJ228639	USA	USA
FJ228581	USA	USA
FJ228636	USA	USA
FJ228668	USA	USA
FJ228553	USA	USA
FJ228552	USA	USA
FJ228555	USA	USA
FJ228527	Mexico	Mexico
FJ228526	Mexico	Mexico
FJ228646	USA	USA
FJ228667	USA	USA
FJ228666	USA	USA
FJ228529	USA	USA
KC791961	Mexico	Mexico
FJ228532	Mexico	Mexico
KX148112	Mexico	Mexico
FJ228531	Mexico	Mexico
FJ228533	Mexico	Mexico
KU312295	Paraguay	Paraguay
KU312297	Paraguay	Paraguay
KU312288	Paraguay	Paraguay
KU312287	Paraguay	Paraguay
KU312290	Paraguay	Paraguay
KU312296	Paraguay	Paraguay
KU312291	Paraguay	Paraguay
KU312294	Paraguay	Paraguay
KU312286	Paraguay	Paraguay
KU312285	Paraguay	Paraguay
KF831543	CzechRepublic	CzechRepublic
KF831567	CzechRepublic	CzechRepublic
MH460409	Thailand	Thailand
KF733452	France	France
MN756793	Nigeria	Nigeria
MN099706	Nigeria	Nigeria
JQ944709	Ethiopia	Ethiopia
GU992323	France	France
GU992321	France	France
KF733451	France	France
EU004773	China	China
JQ685995	USA	USA
KC791850	USA	USA
FJ228538	USA	USA
FJ228536	USA	USA
GU992325	France	France
KF831539	USA	USA
KF831532	USA	USA
GU992324	France	France
KF831563	USA	USA
KJ001522	Mexico	Mexico
KJ001529	Mexico	Mexico
