c,l,node,Country_Full,Country_Sub1,Country_Sub2,Country_Sub3,Country_Sub4,Country_Sub5
8558,1,KY214264,China,NA,NA,NA,NA,NA
8559,1,EU159384,China,China,China,China,China,China
8560,1,EU159383,China,NA,NA,NA,NA,NA
8561,1,KY214278,China,NA,NA,NA,NA,NA
8562,1,MN510454,China,NA,NA,NA,NA,NA
8563,1,MN510452,China,NA,NA,NA,NA,NA
8564,1,FJ866828,China,NA,NA,NA,NA,NA
8565,1,JN936727,China,NA,NA,NA,NA,NA
8566,1,JQ970481,China,NA,NA,NA,NA,NA
8567,1,JN936725,China,NA,NA,NA,NA,NA
8568,1,JN936737,China,NA,NA,NA,NA,NA
8569,1,JN936736,China,NA,NA,NA,NA,NA
8570,1,JN936729,China,NA,NA,NA,NA,NA
8571,1,DQ849066,China,NA,NA,NA,NA,NA
8572,1,JN936775,China,NA,NA,NA,NA,NA
8573,1,JN936730,China,NA,NA,NA,NA,NA
8574,1,JQ970482,China,NA,NA,NA,NA,NA
8575,1,DQ849067,China,NA,NA,NA,NA,NA
8576,1,KJ004416,China,NA,NA,NA,NA,NA
8577,1,EU700031,China,NA,NA,NA,NA,NA
8578,1,KU314707,China,NA,NA,NA,NA,NA
8579,1,KY214269,China,NA,NA,NA,NA,NA
8580,1,FJ866827,China,NA,NA,NA,NA,NA
8581,1,KY214283,China,NA,NA,NA,NA,NA
8582,1,KY214280,China,NA,NA,NA,NA,NA
8583,1,KY214270,China,NA,NA,NA,NA,NA
8584,1,KY362746,China,NA,NA,NA,NA,NA
8585,1,KY214279,China,NA,NA,NA,NA,NA
8586,1,KY214287,China,NA,NA,NA,NA,NA
8587,1,JF810669,China,NA,NA,NA,NA,NA
8588,1,JF796851,China,NA,NA,NA,NA,NA
8589,1,JN974878,China,NA,NA,NA,NA,NA
8590,1,MK514271,China,NA,NA,NA,NA,NA
8591,1,JF810671,China,NA,NA,NA,NA,NA
8592,1,KY214276,China,NA,NA,NA,NA,NA
8593,1,FJ866836,China,NA,NA,NA,NA,NA
8594,1,JQ970486,China,NA,NA,NA,NA,NA
8595,1,JN974865,China,NA,NA,NA,NA,NA
8596,1,JQ699252,China,NA,NA,NA,NA,NA
8597,1,JN936766,China,NA,NA,NA,NA,NA
8598,1,MN510451,China,NA,NA,NA,NA,NA
8599,1,JN974864,China,NA,NA,NA,NA,NA
8600,1,JN974850,China,NA,NA,NA,NA,NA
8601,1,JQ699251,China,NA,NA,NA,NA,NA
8602,1,JN936772,China,NA,NA,NA,NA,NA
8603,1,JN936733,China,NA,NA,NA,NA,NA
8604,1,JN936734,China,NA,NA,NA,NA,NA
8605,1,FJ866834,China,NA,NA,NA,NA,NA
8606,1,EU159382,China,China,China,China,China,China
8607,1,KY214267,China,NA,NA,NA,NA,NA
8608,1,JN936741,China,NA,NA,NA,NA,NA
8609,1,JN936738,China,NA,NA,NA,NA,NA
8610,1,FJ866833,China,NA,NA,NA,NA,NA
8611,1,DQ849068,China,NA,NA,NA,NA,NA
8612,1,JN936792,China,NA,NA,NA,NA,NA
8613,1,JN936731,China,NA,NA,NA,NA,NA
8614,1,DQ849065,China,NA,NA,NA,NA,NA
8615,1,FJ866832,China,NA,NA,NA,NA,NA
8616,1,FJ866835,China,NA,NA,NA,NA,NA
8617,1,KF663522,China,NA,NA,NA,NA,NA
8618,1,KF663521,China,China,China,China,China,China
8619,1,KF663528,China,NA,NA,NA,NA,NA
8620,1,KF663514,China,NA,NA,NA,NA,NA
8621,1,KF663518,China,NA,NA,NA,NA,NA
8622,1,KF663526,China,NA,NA,NA,NA,NA
8623,1,KF663519,China,NA,NA,NA,NA,NA
8624,1,KF663512,China,NA,NA,NA,NA,NA
8625,1,KF663530,China,NA,NA,NA,NA,NA
8626,1,KF663511,China,China,China,China,China,China
8627,1,KF663529,China,NA,NA,NA,NA,NA
8628,1,KF663515,China,China,China,China,China,China
8629,1,KF663513,China,NA,NA,NA,NA,NA
8630,1,KF663520,China,NA,NA,NA,NA,NA
8631,1,KF663527,China,NA,NA,NA,NA,NA
8632,1,KF663517,China,NA,NA,NA,NA,NA
8633,1,KM034906,China,NA,NA,NA,NA,NA
8634,1,LC455985,China,NA,NA,NA,NA,NA
8635,1,LC455980,China,NA,NA,NA,NA,NA
8636,1,KU198994,China,NA,NA,NA,NA,NA
8637,1,KU198995,China,NA,NA,NA,NA,NA
8638,1,KT221110,China,NA,NA,NA,NA,NA
8639,1,MG383884,China,NA,NA,NA,NA,NA
8640,1,KT221108,China,NA,NA,NA,NA,NA
8641,1,KT894581,China,NA,NA,NA,NA,NA
8642,1,KT894580,China,China,China,China,China,China
8643,1,KT221106,China,NA,NA,NA,NA,NA
8644,1,KT894574,China,NA,NA,NA,NA,NA
8645,1,KT894583,China,NA,NA,NA,NA,NA
8646,1,KT894579,China,NA,NA,NA,NA,NA
8647,1,KT894585,China,NA,NA,NA,NA,NA
8648,1,KT221105,China,NA,NA,NA,NA,NA
8649,1,KT221104,China,NA,NA,NA,NA,NA
8650,1,MK689676,China,NA,NA,NA,NA,NA
8651,1,JQ699258,China,NA,NA,NA,NA,NA
8652,1,KT221140,China,NA,NA,NA,NA,NA
8653,1,KT221139,China,NA,NA,NA,NA,NA
8654,1,KC465379,China,NA,NA,NA,NA,NA
8655,1,KT221103,China,China,China,China,China,China
8656,1,KU928250,China,NA,NA,NA,NA,NA
8657,1,MK689674,China,NA,NA,NA,NA,NA
8658,1,MN510453,China,NA,NA,NA,NA,NA
8659,1,MN510449,China,NA,NA,NA,NA,NA
8660,1,JN936774,China,NA,NA,NA,NA,NA
8661,1,JN936764,China,NA,NA,NA,NA,NA
8662,1,JN936765,China,NA,NA,NA,NA,NA
8663,1,JN936767,China,NA,NA,NA,NA,NA
8664,1,KF663545,China,NA,NA,NA,NA,NA
8665,1,JN974835,China,NA,NA,NA,NA,NA
8666,1,JN936692,China,NA,NA,NA,NA,NA
8667,1,KY362747,China,NA,NA,NA,NA,NA
8668,1,MK124734,China,NA,NA,NA,NA,NA
8669,1,KT894584,China,NA,NA,NA,NA,NA
8670,1,MK514267,China,NA,NA,NA,NA,NA
8671,1,HQ118108,China,NA,NA,NA,NA,NA
8672,1,HQ118106,China,NA,NA,NA,NA,NA
8673,1,HQ118111,China,NA,NA,NA,NA,NA
8674,1,HQ118105,China,NA,NA,NA,NA,NA
8675,1,HQ118110,China,NA,NA,NA,NA,NA
8676,1,HQ118112,China,NA,NA,NA,NA,NA
8677,1,FJ032314,China,NA,NA,NA,NA,NA
8678,1,FJ032316,China,NA,NA,NA,NA,NA
8679,1,FJ032313,China,NA,NA,NA,NA,NA
8680,1,FJ032317,China,NA,NA,NA,NA,NA
8681,1,FJ032315,China,NA,NA,NA,NA,NA
8682,1,HQ118107,China,NA,NA,NA,NA,NA
8683,1,EU700032,China,China,China,China,China,China
8684,1,FJ719760,China,NA,NA,NA,NA,NA
8685,1,HQ118109,China,NA,NA,NA,NA,NA
8686,1,KP319238,China,NA,NA,NA,NA,NA
8687,1,KP319237,China,NA,NA,NA,NA,NA
8688,1,KP319239,China,NA,NA,NA,NA,NA
8689,1,EU159397,China,NA,NA,NA,NA,NA
8690,1,JX123687,China,NA,NA,NA,NA,NA
8691,1,KX447686,China,NA,NA,NA,NA,NA
8692,1,KY613017,China,NA,NA,NA,NA,NA
8693,1,KY613018,China,NA,NA,NA,NA,NA
8694,1,MN510456,China,NA,NA,NA,NA,NA
8695,1,KP319236,China,NA,NA,NA,NA,NA
8696,1,MT241246,China,NA,NA,NA,NA,NA
8697,1,MT241247,China,NA,NA,NA,NA,NA
8698,1,MT241244,China,NA,NA,NA,NA,NA
8699,1,MT241243,China,NA,NA,NA,NA,NA
8700,1,MT241245,China,NA,NA,NA,NA,NA
8701,1,JQ798961,China,NA,NA,NA,NA,NA
8702,1,JQ798960,China,NA,NA,NA,NA,NA
8703,1,JN974852,China,NA,NA,NA,NA,NA
8704,1,KM058057,China,NA,NA,NA,NA,NA
8705,1,MK124732,China,NA,NA,NA,NA,NA
8706,1,MK124733,China,NA,NA,NA,NA,NA
8707,1,KM058058,China,NA,NA,NA,NA,NA
8708,1,MG383894,China,NA,NA,NA,NA,NA
8709,1,MG383893,China,NA,NA,NA,NA,NA
8710,1,MN175989,China,NA,NA,NA,NA,NA
8711,1,JX123688,China,NA,NA,NA,NA,NA
8712,1,JN974875,China,NA,NA,NA,NA,NA
8713,1,JN974849,China,NA,NA,NA,NA,NA
8714,1,JN936784,China,NA,NA,NA,NA,NA
8715,1,JN936783,China,NA,NA,NA,NA,NA
8716,1,JQ699245,China,NA,NA,NA,NA,NA
8717,1,JN936781,China,NA,NA,NA,NA,NA
8718,1,EU086147,China,NA,NA,NA,NA,NA
8719,1,JN936780,China,NA,NA,NA,NA,NA
8720,1,JQ699246,China,NA,NA,NA,NA,NA
8721,1,JN936782,China,NA,NA,NA,NA,NA
8722,1,EU086146,China,China,China,China,China,China
8723,1,EU004690,China,NA,NA,NA,NA,NA
8724,1,EU004704,China,NA,NA,NA,NA,NA
8725,1,EU004710,China,NA,NA,NA,NA,NA
8726,1,EU004688,China,NA,NA,NA,NA,NA
8727,1,MK124753,China,NA,NA,NA,NA,NA
8728,1,EU004685,China,NA,NA,NA,NA,NA
8729,1,EU004686,China,NA,NA,NA,NA,NA
8730,1,EU004709,China,NA,NA,NA,NA,NA
8731,1,EU004697,China,NA,NA,NA,NA,NA
8732,1,EU004742,China,NA,NA,NA,NA,NA
8733,1,EU004745,China,NA,NA,NA,NA,NA
8734,1,EU004718,China,NA,NA,NA,NA,NA
8735,1,EU004703,China,NA,NA,NA,NA,NA
8736,1,EU004717,China,NA,NA,NA,NA,NA
8737,1,EU004698,China,NA,NA,NA,NA,NA
8738,1,EU004687,China,NA,NA,NA,NA,NA
8739,1,EU004711,China,NA,NA,NA,NA,NA
8740,1,EU004712,China,NA,NA,NA,NA,NA
8741,1,EU004692,China,NA,NA,NA,NA,NA
8742,1,EU004695,China,NA,NA,NA,NA,NA
8743,1,EU004719,China,NA,NA,NA,NA,NA
8744,1,EU004735,China,NA,NA,NA,NA,NA
8745,1,EU004714,China,NA,NA,NA,NA,NA
8746,1,EU004750,China,NA,NA,NA,NA,NA
8747,1,EU004702,China,NA,NA,NA,NA,NA
8748,1,EU004708,China,NA,NA,NA,NA,NA
8749,1,EU004716,China,NA,NA,NA,NA,NA
8750,1,EU004699,China,NA,NA,NA,NA,NA
8751,1,EU004694,China,NA,NA,NA,NA,NA
8752,1,EU004720,China,NA,NA,NA,NA,NA
8753,1,FJ418884,China,NA,NA,NA,NA,NA
8754,1,FJ418883,China,NA,NA,NA,NA,NA
8755,1,EU086138,China,NA,NA,NA,NA,NA
8756,1,EU086139,China,NA,NA,NA,NA,NA
8757,1,MK622905,China,NA,NA,NA,NA,NA
8758,1,EU004781,China,China,China,China,China,China
8759,1,KY780299,China,NA,NA,NA,NA,NA
8760,1,EU004783,China,NA,NA,NA,NA,NA
8761,1,EU004782,China,NA,NA,NA,NA,NA
8762,1,JQ699247,China,NA,NA,NA,NA,NA
8763,1,FJ825126,China,NA,NA,NA,NA,NA
8764,1,FJ825128,China,NA,NA,NA,NA,NA
8765,1,FJ825127,China,NA,NA,NA,NA,NA
8766,1,FJ719758,China,NA,NA,NA,NA,NA
8767,1,JN936789,China,NA,NA,NA,NA,NA
8768,1,GQ857466,China,NA,NA,NA,NA,NA
8769,1,FJ712193,China,NA,NA,NA,NA,NA
8770,1,FJ825129,China,China,China,China,China,China
8771,1,FJ032319,China,NA,NA,NA,NA,NA
8772,1,JQ699248,China,NA,NA,NA,NA,NA
8773,1,FJ825130,China,NA,NA,NA,NA,NA
8774,1,JN936787,China,NA,NA,NA,NA,NA
8775,1,JQ699250,China,NA,NA,NA,NA,NA
8776,1,JN936793,China,NA,NA,NA,NA,NA
8777,1,FJ825131,China,NA,NA,NA,NA,NA
8778,1,JN936790,China,NA,NA,NA,NA,NA
8779,1,JQ699249,China,NA,NA,NA,NA,NA
8780,1,JN936743,China,NA,NA,NA,NA,NA
8781,1,EU700030,China,NA,NA,NA,NA,NA
8782,1,MF158977,China,NA,NA,NA,NA,NA
8783,1,MF158976,China,NA,NA,NA,NA,NA
8784,1,MF158979,China,NA,NA,NA,NA,NA
8785,1,JN936739,China,NA,NA,NA,NA,NA
8786,1,GU186405,China,NA,NA,NA,NA,NA
8787,1,GU186404,China,NA,NA,NA,NA,NA
8788,1,JN936732,China,NA,NA,NA,NA,NA
8789,1,FJ602448,China,NA,NA,NA,NA,NA
8790,1,JN936770,China,NA,NA,NA,NA,NA
8791,1,FJ602458,China,NA,NA,NA,NA,NA
8792,1,JN936742,China,NA,NA,NA,NA,NA
8793,1,FJ032321,China,NA,NA,NA,NA,NA
8794,1,FJ032322,China,NA,NA,NA,NA,NA
8795,1,FJ032320,China,NA,NA,NA,NA,NA
8796,1,JX005920,China,NA,NA,NA,NA,NA
8797,1,JN936761,China,NA,NA,NA,NA,NA
8798,1,FJ032323,China,NA,NA,NA,NA,NA
8799,1,JX005945,China,NA,NA,NA,NA,NA
8800,1,JN974863,China,NA,NA,NA,NA,NA
8801,1,LC455982,China,NA,NA,NA,NA,NA
8802,1,KT894568,China,NA,NA,NA,NA,NA
8803,1,KT894567,China,China,China,China,China,China
8804,1,MK689675,China,NA,NA,NA,NA,NA
8805,1,JQ798955,China,NA,NA,NA,NA,NA
8806,1,LC455965,China,NA,NA,NA,NA,NA
8807,1,JX005946,China,NA,NA,NA,NA,NA
8808,1,JN974862,China,NA,NA,NA,NA,NA
8809,1,LC455974,China,NA,NA,NA,NA,NA
8810,1,LC455966,China,NA,NA,NA,NA,NA
8811,1,JN936740,China,NA,NA,NA,NA,NA
8812,1,JQ970483,China,NA,NA,NA,NA,NA
8813,1,JX005947,China,NA,NA,NA,NA,NA
8814,1,MF741704,China,NA,NA,NA,NA,NA
8815,1,MF741703,China,NA,NA,NA,NA,NA
8816,1,KU928249,China,NA,NA,NA,NA,NA
8817,1,LC456104,China,NA,NA,NA,NA,NA
8818,1,LC456096,China,NA,NA,NA,NA,NA
8819,1,LC456088,China,NA,NA,NA,NA,NA
8820,1,JN936758,China,NA,NA,NA,NA,NA
8821,1,JX005921,China,NA,NA,NA,NA,NA
8822,1,FJ418886,China,NA,NA,NA,NA,NA
8823,1,GU345748,China,NA,NA,NA,NA,NA
8824,1,EU159394,China,NA,NA,NA,NA,NA
8825,1,GQ857470,China,NA,NA,NA,NA,NA
8826,1,MH141798,China,NA,NA,NA,NA,NA
8827,1,MK622908,China,NA,NA,NA,NA,NA
8828,1,MK840986,China,NA,NA,NA,NA,NA
8829,1,MH141795,China,NA,NA,NA,NA,NA
8830,1,JX005922,China,NA,NA,NA,NA,NA
8831,1,JN936760,China,NA,NA,NA,NA,NA
8832,1,EU004722,China,NA,NA,NA,NA,NA
8833,1,FJ602457,China,NA,NA,NA,NA,NA
8834,1,EU004734,China,NA,NA,NA,NA,NA
8835,1,EU004689,China,NA,NA,NA,NA,NA
8836,1,EU004715,China,NA,NA,NA,NA,NA
8837,1,EU004744,China,China,NA,NA,NA,NA
8838,1,FJ032325,China,NA,NA,NA,NA,NA
8839,1,FJ712194,China,NA,NA,NA,NA,NA
8840,1,FJ032326,China,NA,NA,NA,NA,NA
8841,1,EU004743,China,NA,NA,NA,NA,NA
8842,1,FJ032328,China,NA,NA,NA,NA,NA
8843,1,EU004693,China,NA,NA,NA,NA,NA
8844,1,EU004701,China,NA,NA,NA,NA,NA
8845,1,GQ857467,China,NA,NA,NA,NA,NA
8846,1,EU004728,China,China,China,China,China,China
8847,1,EU004726,China,NA,NA,NA,NA,NA
8848,1,EU004705,China,NA,NA,NA,NA,NA
8849,1,EU004780,China,China,China,China,China,China
8850,1,EU004786,China,NA,NA,NA,NA,NA
8851,1,GQ472506,China,NA,NA,NA,NA,NA
8852,1,AB428326,China,NA,NA,NA,NA,NA
8853,1,AB458796,China,NA,NA,NA,NA,NA
8854,1,AB458790,China,NA,NA,NA,NA,NA
8855,1,GQ472496,China,NA,NA,NA,NA,NA
8856,1,MG201885,China,NA,NA,NA,NA,NA
8857,1,GQ472500,China,NA,NA,NA,NA,NA
8858,1,AB458794,China,NA,NA,NA,NA,NA
8859,1,AB458798,China,China,China,China,China,China
8860,1,EU004756,China,NA,NA,NA,NA,NA
8861,1,GQ472489,China,NA,NA,NA,NA,NA
8862,1,EU004764,China,China,China,China,China,China
8863,1,GQ472486,China,NA,NA,NA,NA,NA
8864,1,MG201888,China,NA,NA,NA,NA,NA
8865,1,GQ472488,China,NA,NA,NA,NA,NA
8866,1,GQ472502,China,China,NA,NA,NA,NA
8867,1,GQ472501,China,NA,China,China,China,China
8868,1,GQ472498,China,NA,NA,NA,NA,NA
8869,1,MG201890,China,NA,NA,NA,NA,NA
8870,1,GQ472483,China,NA,NA,NA,NA,NA
8871,1,MG201889,China,NA,NA,NA,NA,NA
8872,1,AB428330,China,NA,NA,NA,NA,NA
8873,1,AB458795,China,NA,NA,NA,NA,NA
8874,1,GQ472493,China,NA,NA,NA,NA,NA
8875,1,EU004766,China,NA,NA,NA,NA,China
8876,1,EU004772,China,NA,NA,China,China,NA
8877,1,EU004784,China,China,China,NA,NA,NA
8878,1,EU004768,China,China,China,NA,NA,NA
8879,1,JQ040604,China,NA,NA,NA,NA,NA
8880,1,JQ040606,China,China,China,China,China,China
8881,1,JQ040605,China,NA,NA,NA,NA,NA
8882,1,JQ040607,China,NA,NA,NA,NA,NA
8883,1,JQ040608,China,NA,NA,NA,NA,NA
8884,1,JQ040603,China,NA,NA,NA,NA,NA
8885,1,JQ040602,China,NA,NA,NA,NA,NA
8886,1,JQ040601,China,NA,NA,NA,NA,NA
8887,1,EU004771,China,NA,NA,NA,NA,NA
8888,1,EU004770,China,NA,NA,NA,NA,NA
8889,1,EU004767,China,NA,NA,NA,NA,NA
8890,1,EU004765,China,NA,NA,NA,NA,NA
8891,1,EU004774,China,NA,NA,NA,NA,NA
8892,1,KF663541,China,NA,NA,NA,NA,NA
8893,1,JQ699239,China,NA,NA,NA,NA,NA
8894,1,JQ699240,China,NA,NA,NA,NA,NA
8895,1,JN936786,China,NA,NA,NA,NA,NA
8896,1,LC456105,China,NA,NA,NA,NA,NA
8897,1,LC456100,China,NA,NA,NA,NA,NA
8898,1,KC977995,China,NA,NA,NA,NA,NA
8899,1,GU591789,China,NA,NA,NA,NA,NA
8900,1,JN936785,China,NA,NA,NA,NA,NA
8901,1,JQ970487,China,NA,NA,NA,NA,NA
8902,1,KF663540,China,NA,NA,NA,NA,NA
8903,1,KF663539,China,NA,NA,NA,NA,NA
8904,1,JX005918,China,NA,NA,NA,NA,NA
8905,1,JN936756,China,NA,NA,NA,NA,NA
8906,1,JN936745,China,NA,NA,NA,NA,NA
8907,1,LC456091,China,NA,NA,NA,NA,NA
8908,1,JQ699241,China,NA,NA,NA,NA,NA
8909,1,JQ699244,China,NA,NA,NA,NA,NA
8910,1,JX005914,China,NA,NA,NA,NA,NA
8911,1,JX005916,China,NA,NA,NA,NA,NA
8912,1,JN936749,China,NA,NA,NA,NA,NA
8913,1,JX005915,China,NA,NA,NA,NA,NA
8914,1,JN936750,China,NA,NA,NA,NA,NA
8915,1,GU591791,China,NA,NA,NA,NA,NA
8916,1,JN936762,China,NA,NA,NA,NA,NA
8917,1,LC456089,China,NA,NA,NA,NA,NA
8918,1,JX005917,China,NA,NA,NA,NA,NA
8919,1,JQ699243,China,NA,NA,NA,NA,NA
8920,1,JX005912,China,NA,NA,NA,NA,NA
8921,1,JX005913,China,NA,NA,NA,NA,NA
8922,1,JN936751,China,NA,NA,NA,NA,NA
8923,1,JX005910,China,NA,NA,NA,NA,NA
8924,1,JX005911,China,NA,NA,NA,NA,NA
8925,1,JN936748,China,NA,NA,NA,NA,NA
8926,1,JQ699242,China,NA,NA,NA,NA,NA
8927,1,GU186389,China,NA,NA,NA,NA,NA
8928,1,LC456097,China,NA,NA,NA,NA,NA
8929,1,LC456092,China,NA,NA,NA,NA,NA
8930,1,LC456101,China,NA,NA,NA,NA,NA
8931,1,LC456093,China,NA,NA,NA,NA,NA
8932,1,JN936791,China,NA,NA,NA,NA,NA
8933,1,FJ825133,China,NA,NA,NA,NA,NA
8934,1,FJ825132,China,NA,NA,NA,NA,NA
8935,1,GQ857465,China,NA,NA,NA,NA,NA
8936,1,JN936779,China,NA,NA,NA,NA,NA
8937,1,JN936768,China,NA,NA,NA,NA,NA
8938,1,KF663525,China,NA,NA,NA,NA,NA
8939,1,HQ695732,China,NA,NA,NA,NA,NA
8940,1,KC465369,China,NA,NA,NA,NA,NA
8941,1,KC465370,China,NA,NA,NA,NA,NA
8942,1,GU591790,China,NA,NA,NA,NA,NA
8943,1,LC455983,China,NA,NA,NA,NA,NA
8944,1,LC455978,China,NA,NA,NA,NA,NA
8945,1,JX005936,China,NA,NA,NA,NA,NA
8946,1,LC455971,China,NA,NA,NA,NA,NA
8947,1,KF663524,China,NA,NA,NA,NA,NA
8948,1,JN974860,China,NA,NA,NA,NA,NA
8949,1,JX005935,China,NA,NA,NA,NA,NA
8950,1,JN974876,China,NA,NA,NA,NA,NA
8951,1,KF663523,China,NA,NA,NA,NA,NA
8952,1,LC455969,China,NA,NA,NA,NA,NA
8953,1,JX005930,China,NA,NA,NA,NA,NA
8954,1,LC455967,China,NA,NA,NA,NA,NA
8955,1,JX005931,China,NA,NA,NA,NA,NA
8956,1,JX005938,China,NA,NA,NA,NA,NA
8957,1,JX005929,China,NA,NA,NA,NA,NA
8958,1,GU591792,China,NA,NA,NA,NA,NA
8959,1,JX005937,China,NA,NA,NA,NA,NA
8960,1,JX005934,China,NA,NA,NA,NA,NA
8961,1,JN974856,China,NA,NA,NA,NA,NA
8962,1,JX005932,China,NA,NA,NA,NA,NA
8963,1,JX005933,China,NA,NA,NA,NA,NA
8964,1,KT894560,China,China,China,China,China,China
8965,1,KT894559,China,NA,NA,NA,NA,NA
8966,1,KT894561,China,NA,NA,NA,NA,NA
8967,1,MG383885,China,China,China,China,China,China
8968,1,LC455975,China,NA,NA,NA,NA,NA
8969,1,LC455970,China,NA,NA,NA,NA,NA
8970,1,LC455979,China,NA,NA,NA,NA,NA
8971,1,JX005919,China,NA,NA,NA,NA,NA
8972,1,JN936759,China,NA,NA,NA,NA,NA
8973,1,GU994209,China,NA,NA,NA,NA,NA
8974,1,MT241241,China,NA,NA,NA,NA,NA
8975,1,MT241248,China,NA,NA,NA,NA,NA
8976,1,MT332714,China,NA,NA,NA,NA,NA
8977,1,MT241242,China,NA,NA,NA,NA,NA
8978,1,HQ118103,China,NA,NA,NA,NA,NA
8979,1,HQ118113,China,NA,NA,NA,NA,NA
8980,1,JN936726,China,NA,NA,NA,NA,NA
8981,1,MG383892,China,China,China,China,China,China
8982,1,EU004785,China,NA,NA,NA,NA,NA
8983,1,JN609295,China,NA,NA,NA,NA,NA
8984,1,JX123686,China,NA,NA,NA,NA,NA
8985,1,JX123685,China,NA,NA,NA,NA,NA
8986,1,FJ602447,China,NA,NA,NA,NA,NA
8987,1,JN936687,China,NA,NA,NA,NA,NA
8988,1,EU086135,China,NA,NA,NA,NA,NA
8989,1,KX148265,China,NA,NA,NA,NA,NA
8990,1,KU888643,Chile,Chile,Chile,Chile,Chile,Chile
8991,1,EU159393,China,NA,NA,NA,NA,NA
8992,1,EU086176,China,NA,NA,NA,NA,NA
8993,1,HM756692,China,NA,NA,NA,NA,NA
8994,1,JN974846,China,NA,NA,NA,NA,NA
8995,1,JN974848,China,NA,NA,NA,NA,NA
8996,1,GU186388,China,NA,NA,NA,NA,NA
8997,1,MF459637,China,NA,NA,NA,NA,NA
8998,1,MF476106,China,NA,NA,NA,NA,NA
8999,1,MF459638,China,NA,NA,NA,NA,NA
9000,1,JN974844,China,NA,NA,NA,NA,NA
9001,1,JN974839,China,NA,NA,NA,NA,NA
9002,1,EU086188,China,China,China,China,China,China
9003,1,KT894569,China,NA,NA,NA,NA,NA
9004,1,KT894557,China,NA,NA,NA,NA,NA
9005,1,GU186381,China,NA,NA,NA,NA,NA
9006,1,JQ699233,China,NA,NA,NA,NA,NA
9007,1,JN936716,China,NA,NA,NA,NA,NA
9008,1,JN936717,China,NA,NA,NA,NA,NA
9009,1,JQ699232,China,NA,NA,NA,NA,NA
9010,1,JQ699234,China,NA,NA,NA,NA,NA
9011,1,JQ699235,China,NA,NA,NA,NA,NA
9012,1,JN936718,China,NA,NA,NA,NA,NA
9013,1,EU004741,China,NA,NA,NA,NA,NA
9014,1,EU004691,China,NA,NA,NA,NA,NA
9015,1,GU186382,China,NA,NA,NA,NA,NA
9016,1,GU186383,China,NA,NA,NA,NA,NA
9017,1,EU004736,China,NA,NA,NA,NA,NA
9018,1,JQ699236,China,NA,NA,NA,NA,NA
9019,1,JN936709,China,NA,NA,NA,NA,NA
9020,1,JN936712,China,NA,NA,NA,NA,NA
9021,1,DQ849059,China,NA,NA,NA,NA,NA
9022,1,JN936714,China,NA,NA,NA,NA,NA
9023,1,DQ849060,China,NA,NA,NA,NA,NA
9024,1,EU086148,China,China,China,China,China,China
9025,1,EU086149,China,NA,NA,NA,NA,NA
9026,1,GU186408,China,NA,NA,NA,NA,NA
9027,1,KT221124,China,NA,NA,NA,NA,NA
9028,1,JQ699237,China,NA,NA,NA,NA,NA
9029,1,JN936706,China,NA,NA,NA,NA,NA
9030,1,GU186407,China,NA,NA,NA,NA,NA
9031,1,KT221123,China,NA,NA,NA,NA,NA
9032,1,GU186406,China,NA,NA,NA,NA,NA
9033,1,JN974855,China,NA,NA,NA,NA,NA
9034,1,JQ970484,China,NA,NA,NA,NA,NA
9035,1,JN936746,China,NA,NA,NA,NA,NA
9036,1,EU004729,China,NA,NA,NA,NA,NA
9037,1,EU004700,China,NA,NA,NA,NA,NA
9038,1,EU004721,China,China,China,China,China,China
9039,1,EU004707,China,NA,NA,NA,NA,NA
9040,1,EU004713,China,NA,NA,NA,NA,NA
9041,1,EU004730,China,NA,NA,NA,NA,NA
9042,1,KT221111,China,NA,NA,NA,NA,NA
9043,1,KT221109,China,NA,NA,NA,NA,NA
9044,1,MK124758,China,China,China,China,China,China
9045,1,MK124757,China,NA,NA,NA,NA,NA
9046,1,JQ647510,China,NA,NA,NA,NA,NA
9047,1,FJ602455,China,NA,NA,NA,NA,NA
9048,1,FJ602449,China,NA,NA,NA,NA,NA
9049,1,MH141800,China,NA,NA,NA,NA,NA
9050,1,DQ849063,China,NA,NA,NA,NA,NA
9051,1,FJ602451,China,NA,NA,NA,NA,NA
9052,1,DQ849062,China,NA,NA,NA,NA,NA
9053,1,LC456103,China,NA,NA,NA,NA,NA
9054,1,FJ602454,China,NA,NA,NA,NA,NA
9055,1,FJ602456,China,NA,NA,NA,NA,NA
9056,1,EU159377,China,NA,NA,NA,NA,NA
9057,1,LC455981,China,NA,NA,NA,NA,NA
9058,1,DQ849061,China,NA,NA,NA,NA,NA
9059,1,KF663516,China,China,China,China,China,China
9060,1,EU159380,China,China,China,China,China,China
9061,1,EU086142,China,NA,NA,NA,NA,NA
9062,1,EU086141,China,China,China,China,China,China
9063,1,FJ418882,China,NA,NA,NA,NA,NA
9064,1,FJ418879,China,NA,NA,NA,NA,NA
9065,1,FJ602459,China,NA,NA,NA,NA,NA
9066,1,DQ849073,China,NA,NA,NA,NA,NA
9067,1,FJ602450,China,NA,NA,NA,NA,NA
9068,1,EU086140,China,China,China,China,China,China
9069,1,GQ857472,China,NA,NA,NA,NA,NA
9070,1,EU086143,China,NA,NA,NA,NA,NA
9071,1,GQ857471,China,NA,NA,NA,NA,NA
9072,1,GU186385,China,China,China,China,China,China
9073,1,JN936705,China,NA,NA,NA,NA,NA
9074,1,JN936691,China,NA,NA,NA,NA,NA
